,n,v_1,v_2,v_3,v_4,v_5,k,r,scale,sampled error,suzuki error
1,5.0,0.9904540693410236,-0.24445041636106435,0.7955458787759091,0.4290968664437629,0.9265661436565148,3.0,25.0,1e-07,0.0027876121980316628,0.002788473837072265
2,5.0,0.9904540693410236,-0.24445041636106435,0.7955458787759091,0.4290968664437629,0.9265661436565148,3.0,25.0,1e-07,0.0027880152548092093,0.002788473837072265
3,5.0,0.9904540693410236,-0.24445041636106435,0.7955458787759091,0.4290968664437629,0.9265661436565148,3.0,25.0,1e-07,0.0027883863012958528,0.002788473837072265
4,5.0,0.9904540693410236,-0.24445041636106435,0.7955458787759091,0.4290968664437629,0.9265661436565148,3.0,25.0,1e-07,0.002788412022332361,0.002788473837072265
5,5.0,0.9904540693410236,-0.24445041636106435,0.7955458787759091,0.4290968664437629,0.9265661436565148,3.0,25.0,1e-07,0.002788129205367976,0.002788473837072265
6,5.0,0.9904540693410236,-0.24445041636106435,0.7955458787759091,0.4290968664437629,0.9265661436565148,3.0,25.0,1e-07,0.0027884489810783516,0.002788473837072265
7,5.0,0.9904540693410236,-0.24445041636106435,0.7955458787759091,0.4290968664437629,0.9265661436565148,3.0,25.0,1e-07,0.0027881588546361104,0.002788473837072265
8,5.0,0.9904540693410236,-0.24445041636106435,0.7955458787759091,0.4290968664437629,0.9265661436565148,3.0,25.0,1e-07,0.0027880766854906517,0.002788473837072265
9,5.0,0.9904540693410236,-0.24445041636106435,0.7955458787759091,0.4290968664437629,0.9265661436565148,3.0,25.0,1e-07,0.002788359883169672,0.002788473837072265
10,5.0,0.9904540693410236,-0.24445041636106435,0.7955458787759091,0.4290968664437629,0.9265661436565148,3.0,25.0,1e-07,0.0027885964349686687,0.002788473837072265
11,5.0,0.9904540693410236,-0.24445041636106435,0.7955458787759091,0.4290968664437629,0.9265661436565148,3.0,25.0,1e-07,0.002788664964216863,0.002788473837072265
12,5.0,0.9904540693410236,-0.24445041636106435,0.7955458787759091,0.4290968664437629,0.9265661436565148,3.0,25.0,1e-07,0.002788542996890528,0.002788473837072265
13,5.0,0.9904540693410236,-0.24445041636106435,0.7955458787759091,0.4290968664437629,0.9265661436565148,3.0,25.0,1e-07,0.0027883388405870835,0.002788473837072265
14,5.0,0.9904540693410236,-0.24445041636106435,0.7955458787759091,0.4290968664437629,0.9265661436565148,3.0,25.0,1e-07,0.0027883373079059235,0.002788473837072265
15,5.0,0.9904540693410236,-0.24445041636106435,0.7955458787759091,0.4290968664437629,0.9265661436565148,3.0,25.0,1e-07,0.002787993785630246,0.002788473837072265
16,5.0,0.9904540693410236,-0.24445041636106435,0.7955458787759091,0.4290968664437629,0.9265661436565148,3.0,25.0,1e-07,0.0027884797838161317,0.002788473837072265
17,5.0,0.9904540693410236,-0.24445041636106435,0.7955458787759091,0.4290968664437629,0.9265661436565148,3.0,25.0,1e-07,0.002788884569114666,0.002788473837072265
18,5.0,0.9904540693410236,-0.24445041636106435,0.7955458787759091,0.4290968664437629,0.9265661436565148,3.0,25.0,1e-07,0.002788826937192832,0.002788473837072265
19,5.0,0.9904540693410236,-0.24445041636106435,0.7955458787759091,0.4290968664437629,0.9265661436565148,3.0,25.0,1e-07,0.0027882443419547406,0.002788473837072265
20,5.0,0.9904540693410236,-0.24445041636106435,0.7955458787759091,0.4290968664437629,0.9265661436565148,3.0,25.0,1e-07,0.0027883795389456447,0.002788473837072265
21,5.0,0.9904540693410236,-0.24445041636106435,0.7955458787759091,0.4290968664437629,0.9265661436565148,3.0,25.0,1e-07,0.0027883569891945232,0.002788473837072265
22,5.0,0.9904540693410236,-0.24445041636106435,0.7955458787759091,0.4290968664437629,0.9265661436565148,3.0,25.0,1e-07,0.002789310915118951,0.002788473837072265
23,5.0,0.9904540693410236,-0.24445041636106435,0.7955458787759091,0.4290968664437629,0.9265661436565148,3.0,25.0,1e-07,0.002787713668016472,0.002788473837072265
