id,n,v_1,v_2,v_3,v_4,v_5,k,r,seed,gens,algorithm,kind
62,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,75,768387,250,CMAES,p
63,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,75,948039,250,CMAES,p
64,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,75,1115242,250,CMAES,p
65,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,75,1187090,250,CMAES,p
66,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,75,1552725,250,CMAES,p
67,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,75,1813704,250,CMAES,p
68,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,75,2259964,250,CMAES,p
69,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,75,2422921,250,CMAES,p
70,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,75,3488656,250,CMAES,p
71,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,75,3648721,250,CMAES,p
72,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,75,3679669,250,CMAES,p
73,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,75,3901933,250,CMAES,p
74,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,75,5560785,250,CMAES,p
75,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,75,5692317,250,CMAES,p
76,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,75,6016665,250,CMAES,p
77,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,75,6335549,250,CMAES,p
78,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,75,6387322,250,CMAES,p
79,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,75,7588418,250,CMAES,p
80,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,75,7822578,250,CMAES,p
81,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,75,7913248,250,CMAES,p
82,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,75,8597652,250,CMAES,p
83,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,75,8805269,250,CMAES,p
84,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,75,8996026,250,CMAES,p
85,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,75,9001963,250,CMAES,p
86,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,75,9555957,250,CMAES,p
87,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,75,9809859,250,CMAES,p
88,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,75,9869527,250,CMAES,p
89,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,75,9926156,250,CMAES,p
90,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,75,9962042,250,CMAES,p
91,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,125,460591,250,CMAES,p
92,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,125,768387,250,CMAES,p
93,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,125,948039,250,CMAES,p
94,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,125,1115242,250,CMAES,p
95,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,125,1187090,250,CMAES,p
96,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,125,1552725,250,CMAES,p
97,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,125,1813704,250,CMAES,p
98,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,125,2259964,250,CMAES,p
99,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,125,2422921,250,CMAES,p
100,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,125,3488656,250,CMAES,p
101,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,125,3648721,250,CMAES,p
102,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,125,3679669,250,CMAES,p
103,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,125,3901933,250,CMAES,p
104,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,125,5560785,250,CMAES,p
105,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,125,5692317,250,CMAES,p
106,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,125,6016665,250,CMAES,p
107,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,125,6335549,250,CMAES,p
108,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,125,6387322,250,CMAES,p
109,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,125,7588418,250,CMAES,p
110,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,125,7822578,250,CMAES,p
111,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,125,7913248,250,CMAES,p
112,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,125,8597652,250,CMAES,p
113,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,125,8805269,250,CMAES,p
114,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,125,8996026,250,CMAES,p
115,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,125,9001963,250,CMAES,p
116,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,125,9555957,250,CMAES,p
117,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,125,9809859,250,CMAES,p
118,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,125,9869527,250,CMAES,p
119,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,125,9926156,250,CMAES,p
120,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,125,9962042,250,CMAES,p
121,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,75,460591,250,CMAES,p
122,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,75,768387,250,CMAES,p
123,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,75,948039,250,CMAES,p
124,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,75,1115242,250,CMAES,p
125,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,75,1187090,250,CMAES,p
126,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,75,1552725,250,CMAES,p
127,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,75,1813704,250,CMAES,p
128,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,75,2259964,250,CMAES,p
129,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,75,2422921,250,CMAES,p
130,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,75,3488656,250,CMAES,p
131,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,75,3648721,250,CMAES,p
132,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,75,3679669,250,CMAES,p
133,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,75,3901933,250,CMAES,p
134,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,75,5560785,250,CMAES,p
135,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,75,5692317,250,CMAES,p
136,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,75,6016665,250,CMAES,p
137,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,75,6335549,250,CMAES,p
138,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,75,6387322,250,CMAES,p
139,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,75,7588418,250,CMAES,p
140,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,75,7822578,250,CMAES,p
141,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,75,7913248,250,CMAES,p
142,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,75,8597652,250,CMAES,p
143,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,75,8805269,250,CMAES,p
144,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,75,8996026,250,CMAES,p
145,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,75,9001963,250,CMAES,p
146,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,75,9555957,250,CMAES,p
147,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,75,9809859,250,CMAES,p
148,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,75,9869527,250,CMAES,p
149,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,75,9926156,250,CMAES,p
150,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,75,9962042,250,CMAES,p
151,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,125,460591,250,CMAES,p
152,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,125,768387,250,CMAES,p
153,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,125,948039,250,CMAES,p
154,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,125,1115242,250,CMAES,p
155,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,125,1187090,250,CMAES,p
156,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,125,1552725,250,CMAES,p
157,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,125,1813704,250,CMAES,p
158,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,125,2259964,250,CMAES,p
159,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,125,2422921,250,CMAES,p
160,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,125,3488656,250,CMAES,p
161,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,125,3648721,250,CMAES,p
162,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,125,3679669,250,CMAES,p
163,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,125,3901933,250,CMAES,p
164,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,125,5560785,250,CMAES,p
165,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,125,5692317,250,CMAES,p
166,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,125,6016665,250,CMAES,p
167,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,125,6335549,250,CMAES,p
168,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,125,6387322,250,CMAES,p
169,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,125,7588418,250,CMAES,p
170,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,125,7822578,250,CMAES,p
171,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,125,7913248,250,CMAES,p
172,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,125,8597652,250,CMAES,p
173,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,125,8805269,250,CMAES,p
174,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,125,8996026,250,CMAES,p
175,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,125,9001963,250,CMAES,p
176,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,125,9555957,250,CMAES,p
177,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,125,9809859,250,CMAES,p
178,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,125,9869527,250,CMAES,p
179,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,125,9926156,250,CMAES,p
180,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,125,9962042,250,CMAES,p
181,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,2,75,460591,250,CMAES,p
182,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,2,75,768387,250,CMAES,p
183,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,2,75,948039,250,CMAES,p
184,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,2,75,1115242,250,CMAES,p
185,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,2,75,1187090,250,CMAES,p
186,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,2,75,1552725,250,CMAES,p
187,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,2,75,1813704,250,CMAES,p
188,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,2,75,2259964,250,CMAES,p
189,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,2,75,2422921,250,CMAES,p
190,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,2,75,3488656,250,CMAES,p
191,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,2,75,3648721,250,CMAES,p
192,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,2,75,3679669,250,CMAES,p
193,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,2,75,3901933,250,CMAES,p
194,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,2,75,5560785,250,CMAES,p
195,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,2,75,5692317,250,CMAES,p
196,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,2,75,6016665,250,CMAES,p
197,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,2,75,6335549,250,CMAES,p
198,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,2,75,6387322,250,CMAES,p
199,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,2,75,7588418,250,CMAES,p
200,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,2,75,7822578,250,CMAES,p
201,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,2,75,7913248,250,CMAES,p
202,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,2,75,8597652,250,CMAES,p
203,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,2,75,8805269,250,CMAES,p
