,r,gate count,error
0,5.0,4302.6,1.944609862923159
1,10.0,8602.6,0.7337399196078438
2,15.0,12902.6,0.061583874066531666
3,20.0,17202.6,0.047899909253744266
4,25.0,21502.6,0.0014178324467804594
5,30.0,25802.6,0.0003457787403762812
6,35.0,30102.6,0.00012440471224404613
7,40.0,34402.6,5.3499863321299775e-05
8,45.0,38702.6,2.581330107141075e-05
9,50.0,43002.6,1.3538582377899282e-05
10,55.0,47302.6,7.576160710144771e-06
11,60.0,51602.6,4.4677483803600095e-06
