,r,gate count,error
0,5.0,4251.0,1.3680524163184196
1,10.0,8501.0,0.12484080988309527
2,15.0,12751.0,0.03883036683404061
3,20.0,17001.0,0.006639221613499624
4,25.0,21251.0,0.0005475549397281914
5,30.0,25501.0,0.00017794617600241114
6,35.0,29751.0,7.021591753669908e-05
7,40.0,34001.0,3.1508060479036605e-05
8,45.0,38251.0,1.5556882500925443e-05
9,50.0,42501.0,8.276858754099132e-06
10,55.0,46751.0,4.676925594361143e-06
11,60.0,51001.0,2.7772753175242425e-06
