,r,gate count,error
0,5.0,3130.0,1.9971427247330524
1,10.0,6255.0,0.24442865122314092
2,15.0,9380.0,0.112548121209337
3,20.0,12505.0,0.012344474939322217
4,25.0,15630.0,0.0009259605365296258
5,30.0,18755.0,0.00026186033719337114
6,35.0,21880.0,9.939539625433725e-05
7,40.0,25005.0,4.502168651780793e-05
8,45.0,28130.0,2.235051652083699e-05
9,50.0,31255.0,1.1932873686756258e-05
10,55.0,34380.0,6.758907454440289e-06
11,60.0,37505.0,4.02049532787849e-06
