id,n,v_1,v_2,v_3,v_4,v_5,k,r,seed,gens,algorithm,kind
18,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,50,911475955,250,CMAES,p
19,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,75,911475955,250,CMAES,p
20,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,100,911475955,250,CMAES,p
21,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,125,911475955,250,CMAES,p
22,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,150,911475955,250,CMAES,p
23,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,175,911475955,250,CMAES,p
24,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,200,911475955,250,CMAES,p
25,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,225,911475955,250,CMAES,p
26,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,250,911475955,250,CMAES,p
27,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,275,911475955,250,CMAES,p
28,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,300,911475955,250,CMAES,p
29,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,325,911475955,250,CMAES,p
30,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,350,911475955,250,CMAES,p
31,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,375,911475955,250,CMAES,p
32,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.47144385675897804,2,400,911475955,250,CMAES,p
33,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,25,911475955,250,CMAES,p
34,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,50,911475955,250,CMAES,p
35,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,75,911475955,250,CMAES,p
36,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,100,911475955,250,CMAES,p
37,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,125,911475955,250,CMAES,p
38,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,150,911475955,250,CMAES,p
39,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,175,911475955,250,CMAES,p
40,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,200,911475955,250,CMAES,p
41,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,225,911475955,250,CMAES,p
42,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,250,911475955,250,CMAES,p
43,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,275,911475955,250,CMAES,p
44,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,300,911475955,250,CMAES,p
45,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,325,911475955,250,CMAES,p
46,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,350,911475955,250,CMAES,p
47,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,375,911475955,250,CMAES,p
48,5,-0.14148262945720247,0.49927993735163856,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,2,400,911475955,250,CMAES,p
