id,n,v_1,v_2,v_3,v_4,v_5,k,r,seed,gens,algorithm,kind,p_1,p_2,p_3,p_4,p_5,optimised error,suzuki error,% error,time
11,5,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,2,275,911475955,250,CMAES,p,0.4143279055848838,0.41445169087951556,-0.6577126206593013,0.4143656053625488,0.41456732373552946,1.1267621358545973e-05,2.4297427950533678e-05,46.37372063201647,903.733701467514
12,5,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,2,300,911475955,250,CMAES,p,0.4145088781669033,0.41426886345818104,-0.6577524969795968,0.41439854043373064,0.414576147639582,7.965741947199273e-06,1.7173636533453903e-05,46.38354801373702,934.3292939662933
13,5,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,2,325,911475955,250,CMAES,p,0.41438642808360987,0.4145063707947703,-0.6577834157111351,0.4143374211972714,0.4145531467535052,5.788426287906322e-06,1.2478682362789321e-05,46.38651838087538,961.9331433773041
14,5,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,2,350,911475955,250,CMAES,p,0.41445941647988777,0.41438859091189895,-0.6578079416353512,0.4144808364570968,0.41447906141455293,4.306594440831774e-06,9.283494772123576e-06,46.389797662875736,994.5736966133118
15,5,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,2,375,911475955,250,CMAES,p,0.4143810260474208,0.4145264869177345,-0.6578277604877437,0.4144740350010757,0.4144461849063507,3.269947080660769e-06,7.048320503199347e-06,46.39328020308508,1027.1787617206573
16,5,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,2,400,911475955,250,CMAES,p,0.41445429514406074,0.41452071763625115,-0.6578441640211675,0.4144146303916437,0.4144544994936295,2.527371658924223e-06,5.446989353700217e-06,46.39942351286851,1060.7767939567566
17,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.4714438567589781,2,25,911475955,250,CMAES,p,0.4288212741956846,0.3778555520206436,-0.6517694158846505,0.42027378437393476,0.42490029775727606,0.06866623040056637,0.11657422330258396,58.90344233504692,544.9107377529144
18,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.4714438567589781,2,50,911475955,250,CMAES,p,0.4173186311632898,0.41548039990404567,-0.6523653661936517,0.40983818234888314,0.40967107090289334,0.007758199113748057,0.017867057334686128,43.421806783407554,585.2499108314514
19,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.4714438567589781,2,75,911475955,250,CMAES,p,0.4137678481841878,0.4121415736143027,-0.6550499868309763,0.41673596152909215,0.41239109668910096,0.0017119073985240904,0.003979504230460386,43.01810726624208,620.5561368465424
20,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.4714438567589781,2,100,911475955,250,CMAES,p,0.4154442624168333,0.41420226687296635,-0.6562167213700371,0.4138218614409146,0.4127438589015133,0.0005663334332028555,0.001309571036670465,43.245720724149244,653.6140241622925
