id,n,v_1,v_2,v_3,v_4,v_5,k,r,seed,gens,algorithm,kind,p_1,p_2,p_3,p_4,p_5,optimised error,suzuki error,% error,time
21,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.4714438567589781,2,125,911475955,250,CMAES,p,0.4124638868300839,0.41459268392069704,-0.6568164121866688,0.41449489852138355,0.41526307210333385,0.0002369522932943225,0.0005460079975930028,43.39722024931729,671.2890725135803
22,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.4714438567589781,2,150,911475955,250,CMAES,p,0.4136898702167897,0.4147325339700086,-0.6571526365466263,0.41437715583291795,0.4143521565302268,0.00011515960698646051,0.00026583714870202644,43.31960658949946,704.2452836036682
23,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.4714438567589781,2,175,911475955,250,CMAES,p,0.41494085481468473,0.41387896440266014,-0.6573627846610803,0.414400516874544,0.414141948300028,6.25997677138722e-05,0.00014431462772610996,43.377285241436695,711.7984516620636
24,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.4714438567589781,2,200,911475955,250,CMAES,p,0.41456219890684776,0.41422213256474144,-0.657503596182326,0.4154333921175099,0.4132855782252253,3.687768447340891e-05,8.490773267217525e-05,43.432657206607914,740.8384509086609
25,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.4714438567589781,2,225,911475955,250,CMAES,p,0.4143337464352491,0.41481876277614016,-0.6575966090057205,0.4138745844465593,0.41456933054539374,2.3066370563914635e-05,5.31415908871943e-05,43.40549497827136,770.8675220012665
26,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.4714438567589781,2,250,911475955,250,CMAES,p,0.41439346754360873,0.41429447253326235,-0.6576648326712312,0.4144764555374946,0.4145003155051194,1.51670021037785e-05,3.492916301067772e-05,43.42217447106305,789.729873418808
27,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.4714438567589781,2,275,911475955,250,CMAES,p,0.4144582273133245,0.41434715110594167,-0.6577167983416108,0.4138828877160551,0.4150284492031753,1.0381948085088494e-05,2.3888917603831313e-05,43.45926532654386,828.5064558982849
28,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.4714438567589781,2,300,911475955,250,CMAES,p,0.41438836214833463,0.41437940503235854,-0.6577554125354885,0.41443805683793433,0.41454952965048564,7.335405391419246e-06,1.6884267154606762e-05,43.44521040948957,867.125928401947
29,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.4714438567589781,2,325,911475955,250,CMAES,p,0.4143987279607348,0.4143496421619615,-0.6577857064770505,0.41454767083324345,0.414489622789224,5.330441232348191e-06,1.2268061807307827e-05,43.44974223371584,903.4396824836731
30,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.4714438567589781,2,350,911475955,250,CMAES,p,0.41441143284503623,0.41455624755953374,-0.6578100569285246,0.4143963802384313,0.41444596445888243,3.965842162723973e-06,9.12659047553198e-06,43.45371005038777,887.6423065662384
