,n,v_1,v_2,v_3,v_4,v_5,k,r,scale,sampled error,suzuki error
1,5.0,-0.1433912950891727,0.931426958169144,-0.4432147075343016,0.2803608072686108,-0.4891034605552478,2.0,75.0,1e-05,0.04164468127967854,0.005251795614588246
2,5.0,-0.1433912950891727,0.931426958169144,-0.4432147075343016,0.2803608072686108,-0.4891034605552478,2.0,75.0,1e-05,0.04188488279967656,0.005251795614588246
3,5.0,-0.1433912950891727,0.931426958169144,-0.4432147075343016,0.2803608072686108,-0.4891034605552478,2.0,75.0,1e-05,0.042225994956351376,0.005251795614588246
4,5.0,-0.1433912950891727,0.931426958169144,-0.4432147075343016,0.2803608072686108,-0.4891034605552478,2.0,75.0,1e-05,0.041896055505873595,0.005251795614588246
5,5.0,-0.1433912950891727,0.931426958169144,-0.4432147075343016,0.2803608072686108,-0.4891034605552478,2.0,75.0,1e-05,0.041941102573361574,0.005251795614588246
6,5.0,-0.1433912950891727,0.931426958169144,-0.4432147075343016,0.2803608072686108,-0.4891034605552478,2.0,75.0,1e-05,0.04171061129108014,0.005251795614588246
7,5.0,-0.1433912950891727,0.931426958169144,-0.4432147075343016,0.2803608072686108,-0.4891034605552478,2.0,75.0,1e-05,0.041810768826071786,0.005251795614588246
8,5.0,-0.1433912950891727,0.931426958169144,-0.4432147075343016,0.2803608072686108,-0.4891034605552478,2.0,75.0,1e-05,0.04217656568364086,0.005251795614588246
9,5.0,-0.1433912950891727,0.931426958169144,-0.4432147075343016,0.2803608072686108,-0.4891034605552478,2.0,75.0,1e-05,0.04186184047886606,0.005251795614588246
10,5.0,-0.1433912950891727,0.931426958169144,-0.4432147075343016,0.2803608072686108,-0.4891034605552478,2.0,75.0,1e-05,0.042025479469664895,0.005251795614588246
11,5.0,-0.1433912950891727,0.931426958169144,-0.4432147075343016,0.2803608072686108,-0.4891034605552478,2.0,75.0,1e-05,0.041892670631511815,0.005251795614588246
12,5.0,-0.1433912950891727,0.931426958169144,-0.4432147075343016,0.2803608072686108,-0.4891034605552478,2.0,75.0,1e-05,0.0419850094390415,0.005251795614588246
13,5.0,-0.1433912950891727,0.931426958169144,-0.4432147075343016,0.2803608072686108,-0.4891034605552478,2.0,75.0,1e-05,0.041582291709958204,0.005251795614588246
14,5.0,-0.1433912950891727,0.931426958169144,-0.4432147075343016,0.2803608072686108,-0.4891034605552478,2.0,75.0,1e-05,0.04181128044432045,0.005251795614588246
15,5.0,-0.1433912950891727,0.931426958169144,-0.4432147075343016,0.2803608072686108,-0.4891034605552478,2.0,75.0,1e-05,0.04183671290394707,0.005251795614588246
16,5.0,-0.1433912950891727,0.931426958169144,-0.4432147075343016,0.2803608072686108,-0.4891034605552478,2.0,75.0,1e-05,0.04170676819846465,0.005251795614588246
17,5.0,-0.1433912950891727,0.931426958169144,-0.4432147075343016,0.2803608072686108,-0.4891034605552478,2.0,75.0,1e-05,0.04210275302561448,0.005251795614588246
18,5.0,-0.1433912950891727,0.931426958169144,-0.4432147075343016,0.2803608072686108,-0.4891034605552478,2.0,75.0,1e-05,0.04126873433263375,0.005251795614588246
19,5.0,-0.1433912950891727,0.931426958169144,-0.4432147075343016,0.2803608072686108,-0.4891034605552478,2.0,75.0,1e-05,0.04191885663322187,0.005251795614588246
20,5.0,-0.1433912950891727,0.931426958169144,-0.4432147075343016,0.2803608072686108,-0.4891034605552478,2.0,75.0,1e-05,0.04173528240162814,0.005251795614588246
21,5.0,-0.1433912950891727,0.931426958169144,-0.4432147075343016,0.2803608072686108,-0.4891034605552478,2.0,75.0,1e-05,0.04178827767678978,0.005251795614588246
22,5.0,-0.1433912950891727,0.931426958169144,-0.4432147075343016,0.2803608072686108,-0.4891034605552478,2.0,75.0,1e-05,0.04142840899511784,0.005251795614588246
23,5.0,-0.1433912950891727,0.931426958169144,-0.4432147075343016,0.2803608072686108,-0.4891034605552478,2.0,75.0,1e-05,0.04197597558580961,0.005251795614588246
