exp,row,n,k,r,t,p_1,p_2,p_3,p_4,p_5,v_1,v_2,v_3,v_4,v_5,original_error,suzuki_error,original_r,error
16,31,5,2,375,10,0.4148808910865739,0.40850963777515464,-0.6523323546243878,0.41396109270964276,0.41491236788240254,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,0.008392867228576361,0.018174168263084534,50,0.00548756877877
16,32,5,2,400,10,0.4148808910865739,0.40850963777515464,-0.6523323546243878,0.41396109270964276,0.41491236788240254,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,0.008392867228576361,0.018174168263084534,50,0.00547992656734
16,33,5,2,25,10,0.4131564443163772,0.4130519845737417,-0.6549866716642733,0.41510241673505394,0.41366033532366675,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,0.0018595562554073943,0.004040300247899568,75,0.11437169945
16,34,5,2,50,10,0.4131564443163772,0.4130519845737417,-0.6549866716642733,0.41510241673505394,0.41366033532366675,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,0.0018595562554073943,0.004040300247899568,75,0.0135478641208
16,35,5,2,75,10,0.4131564443163772,0.4130519845737417,-0.6549866716642733,0.41510241673505394,0.41366033532366675,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,0.0018595562554073943,0.004040300247899568,75,0.00185955625541
16,36,5,2,100,10,0.4131564443163772,0.4130519845737417,-0.6549866716642733,0.41510241673505394,0.41366033532366675,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,0.0018595562554073943,0.004040300247899568,75,0.00153451339255
16,37,5,2,125,10,0.4131564443163772,0.4130519845737417,-0.6549866716642733,0.41510241673505394,0.41366033532366675,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,0.0018595562554073943,0.004040300247899568,75,0.0014086325638
16,38,5,2,150,10,0.4131564443163772,0.4130519845737417,-0.6549866716642733,0.41510241673505394,0.41366033532366675,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,0.0018595562554073943,0.004040300247899568,75,0.00129374064078
16,39,5,2,175,10,0.4131564443163772,0.4130519845737417,-0.6549866716642733,0.41510241673505394,0.41366033532366675,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,0.0018595562554073943,0.004040300247899568,75,0.00129318721738
16,40,5,2,200,10,0.4131564443163772,0.4130519845737417,-0.6549866716642733,0.41510241673505394,0.41366033532366675,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,0.0018595562554073943,0.004040300247899568,75,0.00129791026321
16,41,5,2,225,10,0.4131564443163772,0.4130519845737417,-0.6549866716642733,0.41510241673505394,0.41366033532366675,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,0.0018595562554073943,0.004040300247899568,75,0.00129414387152
16,42,5,2,250,10,0.4131564443163772,0.4130519845737417,-0.6549866716642733,0.41510241673505394,0.41366033532366675,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,0.0018595562554073943,0.004040300247899568,75,0.00128792635564
16,43,5,2,275,10,0.4131564443163772,0.4130519845737417,-0.6549866716642733,0.41510241673505394,0.41366033532366675,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,0.0018595562554073943,0.004040300247899568,75,0.00128142428668
16,44,5,2,300,10,0.4131564443163772,0.4130519845737417,-0.6549866716642733,0.41510241673505394,0.41366033532366675,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,0.0018595562554073943,0.004040300247899568,75,0.00127539171221
16,45,5,2,325,10,0.4131564443163772,0.4130519845737417,-0.6549866716642733,0.41510241673505394,0.41366033532366675,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,0.0018595562554073943,0.004040300247899568,75,0.00127004506076
