exp,row,n,k,r,t,p_1,p_2,p_3,p_4,p_5,v_1,v_2,v_3,v_4,v_5,original_error,suzuki_error,original_r,error
16,241,5,2,25,10,0.41445429514406074,0.41452071763625115,-0.6578441640211675,0.4144146303916437,0.4144544994936295,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,2.527371658924223e-06,5.446989353700217e-06,400,0.125446668791
16,242,5,2,50,10,0.41445429514406074,0.41452071763625115,-0.6578441640211675,0.4144146303916437,0.4144544994936295,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,2.527371658924223e-06,5.446989353700217e-06,400,0.0180064167145
16,243,5,2,75,10,0.41445429514406074,0.41452071763625115,-0.6578441640211675,0.4144146303916437,0.4144544994936295,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,2.527371658924223e-06,5.446989353700217e-06,400,0.0039700366731
16,244,5,2,100,10,0.41445429514406074,0.41452071763625115,-0.6578441640211675,0.4144146303916437,0.4144544994936295,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,2.527371658924223e-06,5.446989353700217e-06,400,0.00129165155094
16,245,5,2,125,10,0.41445429514406074,0.41452071763625115,-0.6578441640211675,0.4144146303916437,0.4144544994936295,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,2.527371658924223e-06,5.446989353700217e-06,400,0.00053027913633
16,246,5,2,150,10,0.41445429514406074,0.41452071763625115,-0.6578441640211675,0.4144146303916437,0.4144544994936295,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,2.527371658924223e-06,5.446989353700217e-06,400,0.000253083410244
16,247,5,2,175,10,0.41445429514406074,0.41452071763625115,-0.6578441640211675,0.4144146303916437,0.4144544994936295,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,2.527371658924223e-06,5.446989353700217e-06,400,0.000134013921866
16,248,5,2,200,10,0.41445429514406074,0.41452071763625115,-0.6578441640211675,0.4144146303916437,0.4144544994936295,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,2.527371658924223e-06,5.446989353700217e-06,400,7.64793569544e-05
16,249,5,2,225,10,0.41445429514406074,0.41452071763625115,-0.6578441640211675,0.4144146303916437,0.4144544994936295,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,2.527371658924223e-06,5.446989353700217e-06,400,4.61290848548e-05
16,250,5,2,250,10,0.41445429514406074,0.41452071763625115,-0.6578441640211675,0.4144146303916437,0.4144544994936295,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,2.527371658924223e-06,5.446989353700217e-06,400,2.89971082425e-05
16,251,5,2,275,10,0.41445429514406074,0.41452071763625115,-0.6578441640211675,0.4144146303916437,0.4144544994936295,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,2.527371658924223e-06,5.446989353700217e-06,400,1.87933072604e-05
16,252,5,2,300,10,0.41445429514406074,0.41452071763625115,-0.6578441640211675,0.4144146303916437,0.4144544994936295,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,2.527371658924223e-06,5.446989353700217e-06,400,1.24462570569e-05
16,253,5,2,325,10,0.41445429514406074,0.41452071763625115,-0.6578441640211675,0.4144146303916437,0.4144544994936295,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,2.527371658924223e-06,5.446989353700217e-06,400,8.35481073626e-06
16,254,5,2,350,10,0.41445429514406074,0.41452071763625115,-0.6578441640211675,0.4144146303916437,0.4144544994936295,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,2.527371658924223e-06,5.446989353700217e-06,400,5.63795515346e-06
16,255,5,2,375,10,0.41445429514406074,0.41452071763625115,-0.6578441640211675,0.4144146303916437,0.4144544994936295,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,2.527371658924223e-06,5.446989353700217e-06,400,3.78851505313e-06
16,256,5,2,400,10,0.41445429514406074,0.41452071763625115,-0.6578441640211675,0.4144146303916437,0.4144544994936295,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,2.527371658924223e-06,5.446989353700217e-06,400,2.52737165892e-06
