exp,row,n,k,r,t,p_1,p_2,p_3,p_4,p_5,v_1,v_2,v_3,v_4,v_5,original_error,suzuki_error,original_r,error
16,121,5,2,225,10,0.41414395761875317,0.4144747422901328,-0.6574937692235694,0.4145942660833672,0.4142804658609732,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,4.000263278629735e-05,8.634223628434063e-05,200,3.65320551762e-05
16,122,5,2,250,10,0.41414395761875317,0.4144747422901328,-0.6574937692235694,0.4145942660833672,0.4142804658609732,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,4.000263278629735e-05,8.634223628434063e-05,200,3.46023248304e-05
16,123,5,2,275,10,0.41414395761875317,0.4144747422901328,-0.6574937692235694,0.4145942660833672,0.4142804658609732,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,4.000263278629735e-05,8.634223628434063e-05,200,3.38182320648e-05
16,124,5,2,300,10,0.41414395761875317,0.4144747422901328,-0.6574937692235694,0.4145942660833672,0.4142804658609732,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,4.000263278629735e-05,8.634223628434063e-05,200,3.27502018405e-05
16,125,5,2,325,10,0.41414395761875317,0.4144747422901328,-0.6574937692235694,0.4145942660833672,0.4142804658609732,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,4.000263278629735e-05,8.634223628434063e-05,200,3.16178674731e-05
16,126,5,2,350,10,0.41414395761875317,0.4144747422901328,-0.6574937692235694,0.4145942660833672,0.4142804658609732,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,4.000263278629735e-05,8.634223628434063e-05,200,3.05212736041e-05
16,127,5,2,375,10,0.41414395761875317,0.4144747422901328,-0.6574937692235694,0.4145942660833672,0.4142804658609732,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,4.000263278629735e-05,8.634223628434063e-05,200,2.95029283047e-05
16,128,5,2,400,10,0.41414395761875317,0.4144747422901328,-0.6574937692235694,0.4145942660833672,0.4142804658609732,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,4.000263278629735e-05,8.634223628434063e-05,200,2.85772980833e-05
16,129,5,2,25,10,0.4141695360808698,0.41448794862044414,-0.6575909241012585,0.4144813215749234,0.41445190649095937,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,2.5049653824123728e-05,5.4044206921559104e-05,225,0.124083936902
16,130,5,2,50,10,0.4141695360808698,0.41448794862044414,-0.6575909241012585,0.4144813215749234,0.41445190649095937,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,2.5049653824123728e-05,5.4044206921559104e-05,225,0.0176467463488
16,131,5,2,75,10,0.4141695360808698,0.41448794862044414,-0.6575909241012585,0.4144813215749234,0.41445190649095937,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,2.5049653824123728e-05,5.4044206921559104e-05,225,0.00381619186547
16,132,5,2,100,10,0.4141695360808698,0.41448794862044414,-0.6575909241012585,0.4144813215749234,0.41445190649095937,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,2.5049653824123728e-05,5.4044206921559104e-05,225,0.00120488939291
16,133,5,2,125,10,0.4141695360808698,0.41448794862044414,-0.6575909241012585,0.4144813215749234,0.41445190649095937,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,2.5049653824123728e-05,5.4044206921559104e-05,225,0.000473381737043
16,134,5,2,150,10,0.4141695360808698,0.41448794862044414,-0.6575909241012585,0.4144813215749234,0.41445190649095937,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,2.5049653824123728e-05,5.4044206921559104e-05,225,0.000212059544426
16,135,5,2,175,10,0.4141695360808698,0.41448794862044414,-0.6575909241012585,0.4144813215749234,0.41445190649095937,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,2.5049653824123728e-05,5.4044206921559104e-05,225,0.000102437572732
16,136,5,2,200,10,0.4141695360808698,0.41448794862044414,-0.6575909241012585,0.4144813215749234,0.41445190649095937,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,2.5049653824123728e-05,5.4044206921559104e-05,225,5.09863278967e-05
16,137,5,2,225,10,0.4141695360808698,0.41448794862044414,-0.6575909241012585,0.4144813215749234,0.41445190649095937,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,2.5049653824123728e-05,5.4044206921559104e-05,225,2.50496538241e-05
16,138,5,2,250,10,0.4141695360808698,0.41448794862044414,-0.6575909241012585,0.4144813215749234,0.41445190649095937,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,2.5049653824123728e-05,5.4044206921559104e-05,225,2.30573363068e-05
