exp,row,n,k,r,t,p_1,p_2,p_3,p_4,p_5,v_1,v_2,v_3,v_4,v_5,suzuki error,optimised error,%
14,2,5,2,125,5,0.41434658273795033,0.41370819877456294,-0.6567966072550732,0.4144488609271811,0.41429080871141855,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,1.8055639411e-05,9.26017474754e-05,512.86883487
