exp,row,n,k,r,t,p_1,p_2,p_3,p_4,p_5,v_1,v_2,v_3,v_4,v_5,suzuki error,optimised error,%
14,12,5,2,125,5,0.41430533724523194,0.4145059035778205,-0.6567967655884409,0.41353027774998047,0.414453091120651,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,1.8055639411e-05,9.26061124485e-05,512.893009993
