id,n,v_1,v_2,v_3,v_4,k,r,seed,gens,algorithm,kind,p_1,p_2,p_3,p_4,p_5,optimised error,suzuki error,% error,time
7,4,-0.32963147600991705,-0.4714438567589781,-0.14148262945720247,0.4992799373516386,2,100,579330341,250,CMAES,p,0.4127291861586059,0.414308782490309,-0.6562428922197181,0.4146861561730599,0.4145108140738001,0.00031533768008785415,0.0011627607778009455,27.119738308014824,440.8138384819031
