id,n,v_1,v_2,v_3,v_4,k,r,seed,gens,algorithm,kind,p_1,p_2,p_3,p_4,p_5,optimised error,suzuki error,% error,time
9,4,-0.32963147600991705,-0.4714438567589781,-0.14148262945720247,0.4992799373516386,2,100,201040179,250,CMAES,p,0.4138676297766789,0.41340504130850847,-0.6562511004908677,0.41557268745622794,0.41339778408183725,0.0003151178097014596,0.0011627607778009455,27.100828968226946,340.69508719444275
