id,n,v_1,v_2,v_3,v_4,k,r,seed,gens,algorithm,kind,p_1,p_2,p_3,p_4,p_5,optimised error,suzuki error,% error,time
3,4,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,2,100,201040179,250,CMAES,p,0.4138170641284384,0.4141561459639171,-0.6563028513405742,0.41533552446751953,0.41298570481234614,0.0003072441374055196,0.0011615146242126202,26.45202488206272,454.00778436660767
