id,n,v_1,v_2,v_3,v_4,k,r,seed,gens,algorithm,kind,p_1,p_2,p_3,p_4,p_5,optimised error,suzuki error,% error,time
1,4,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,2,100,579330341,250,CMAES,p,0.4138488375124564,0.4151206168601421,-0.6562933988143583,0.4134802329425034,0.41383529793303797,0.0003073501361295709,0.0011615146242126202,26.461150787311066,418.93427562713623
