id,n,v_1,v_2,v_3,v_4,k,r,seed,gens,algorithm,kind,p_1,p_2,p_3,p_4,p_5,optimised error,suzuki error,% error,time
8,4,-0.32963147600991705,-0.4714438567589781,-0.14148262945720247,0.4992799373516386,2,100,554197088,500,CMAES,p,0.40880387137487234,0.4114090572343677,-0.6569701211264997,0.43242862484866884,0.4043206187686109,0.00031424486448570284,0.0011627607778009455,27.025753747904528,809.2399561405182
