id,n,v_1,v_2,v_3,v_4,k,r,seed,gens,algorithm,kind,p_1,p_2,p_3,p_4,p_5,optimised error,suzuki error,% error,time
4,4,-0.9502583693259468,0.09640984945486153,0.16554078304766007,-0.7392959233634115,2,100,579330341,250,CMAES,p,0.41266027093864877,0.41509180672498996,-0.6558827836819658,0.41433893198994926,0.41378478125649015,0.0002939588151716953,0.001187225419309033,24.760151727780546,404.9018166065216
