id,n,v_1,v_2,v_3,v_4,v_5,v_6,k,r,seed,gens,algorithm,kind,p_1,p_2,p_3,p_4,p_5,optimised error,suzuki error,% error,time
3,6,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,0.09640984945486153,2,100,768199526,250,CMAES,p,0.4246821961765428,0.416442678793459,-0.6534537066622383,0.4054394944966758,0.40688392104090604,0.0020794700995217744,0.0053410313409892555,38.93386813822027,1529.0001170635223
