id,n,v_1,v_2,v_3,v_4,v_5,v_6,k,r,seed,gens,algorithm,kind,p_1,p_2,p_3,p_4,p_5,optimised error,suzuki error,% error,time
1,6,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,0.09640984945486153,2,100,699911460,250,CMAES,p,0.4124317689091198,0.4129802471535904,-0.652983109688452,0.41609046621349066,0.4114757411145109,0.002067305094572552,0.0053410313409892555,38.70610304618901,1425.564447402954
