id,n,v_1,v_2,v_3,v_4,v_5,v_6,k,r,seed,gens,algorithm,kind,p_1,p_2,p_3,p_4,p_5,optimised error,suzuki error,% error,time
8,6,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,0.999084104496638,0.2196479105213669,0.1592370069643183,2,100,300619650,250,CMAES,p,0.41543255221575504,0.41443404030487796,-0.6528817107739882,0.40823437391634043,0.41477342794577626,0.001889524112405383,0.008287575141593274,22.799480911157385,1444.4584550857544
