id,n,v_1,v_2,v_3,v_4,v_5,v_6,k,r,seed,gens,algorithm,kind,p_1,p_2,p_3,p_4,p_5,optimised error,suzuki error,% error,time
2,6,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,0.09640984945486153,2,100,300619650,250,CMAES,p,0.41348741186439697,0.4154823430752684,-0.6530014736939207,0.410833480118936,0.41319331644168744,0.0020661219574035295,0.0053410313409892555,38.68395119772591,1368.353765487671
