avg,gen,max,min,nevals,std
0.01618595291294127,0,0.017533943689955485,0.014898092368556859,8,0.0008514796669028042
0.015049677671605878,1,0.016231278894752694,0.014316938632716833,8,0.000625910838519904
0.014665204066389641,2,0.016503489406361416,0.013694464984492609,8,0.0008952910821676528
0.014140498158377902,3,0.015593800168470538,0.011593734623825678,8,0.0012148780087503064
0.01214781175097847,4,0.014160358304575335,0.009110899207502727,8,0.0015475120221576297
0.009523190838739787,5,0.012730862022982925,0.006317835291553816,8,0.0019010521107414768
0.008682363724040725,6,0.012867718126077997,0.006542113926229935,8,0.0022147364714206487
0.007902243803297425,7,0.011855497499230733,0.005972104653998393,8,0.0018145817342849263
0.006709673057910352,8,0.008250383888066785,0.005971260439295016,8,0.0008218905430811789
0.007515563419614358,9,0.011203860028853175,0.005943110502401499,8,0.001642470921291272
0.007714894935215244,10,0.012144540021111054,0.00644246154328501,8,0.0017430290248765903
0.007303800074265915,11,0.009749390924728835,0.005919130962302701,8,0.0012350783115015083
0.006573574659951382,12,0.007214278316458905,0.005904309134709226,8,0.00047909881934375627
0.0063192684467464144,13,0.006676706297299578,0.005933622140614063,8,0.00020532369469975577
0.00706106691828603,14,0.008497095730081644,0.006020186580529337,8,0.0008709449896898864
0.0062148356277676045,15,0.006828002874139692,0.005944534677874374,8,0.00027120758427962027
0.006336863890452368,16,0.006785694794964537,0.005925712115585414,8,0.0002540079328751186
0.006289650587711502,17,0.007171705634607367,0.005913476758729235,8,0.00039269163120769573
0.006835910605391415,18,0.008999027494826669,0.006009821982877088,8,0.0009382551324050501
0.006476946145171087,19,0.007702181570662006,0.00591830115221368,8,0.0005623063166350096
0.006491959491902074,20,0.007172981450813286,0.006008380088888041,8,0.0003973369808702347
0.0071755808294180125,21,0.010906277775106488,0.005941345304185659,8,0.001565664524304277
0.006588947905572678,22,0.00802258925737122,0.005984334270434073,8,0.0007032137315297896
0.006946004062189048,23,0.00953428254201738,0.005970045180503033,8,0.0010960909626055821
0.006340107473316754,24,0.007101188181524988,0.005906360052014446,8,0.0003398625822925425
0.006494820243128633,25,0.007494256606846107,0.005972188424945392,8,0.0005002293347737392
0.00730790762990931,26,0.010923184234352417,0.005912263268111772,8,0.0015851937294917536
0.006379636269423244,27,0.006816781206218804,0.006107556365128672,8,0.00023451392931849428
0.006764359265749913,28,0.008009813364506317,0.005908108928515922,8,0.0007721322783274469
0.006499846993720615,29,0.007326933363787526,0.005972699808318596,8,0.0003785786946047789
0.006213480571689408,30,0.006605547854869468,0.005912691077165499,8,0.00022514032956034717
0.006210933623123378,31,0.006638984541347949,0.005952359305780289,8,0.00025887349389271585
0.0060949829348587005,32,0.006395855812876179,0.0059028387406037525,8,0.00015993888316532162
0.006021102186583035,33,0.006301558602878819,0.005917685166427648,8,0.00012262440187675564
0.0060264216347397336,34,0.006188806859267022,0.005905634656812616,8,9.501907453199346e-05
0.006064667962443444,35,0.006451460004852575,0.005903577187160294,8,0.00015944221992507688
0.005961421146560574,36,0.006071011815573527,0.005899784590250713,8,6.89310726817609e-05
0.006021852319351147,37,0.006233272196155898,0.005915799981687401,8,0.000100019393493035
0.005977407476373491,38,0.006057894709838732,0.00589650322134278,8,6.0136466850308955e-05
0.005965048905919222,39,0.006039980038354789,0.005904845399975241,8,5.3859931604460527e-05
0.005994451540916931,40,0.0060926789311252704,0.005903095832630888,8,6.276109671318343e-05
0.005974019828379865,41,0.006067402362082573,0.005897652752809163,8,5.983246559764551e-05
0.005942106448673607,42,0.006015193203660799,0.00589924346417262,8,4.4965702101020233e-05
0.005936692692614199,43,0.005977678439775751,0.005904179756016889,8,2.887034231586273e-05
0.005918923541342829,44,0.005960260875605811,0.005900021207623782,8,1.9563312348375895e-05
0.005925904508395245,45,0.005960778581488319,0.005902319522434811,8,1.800579491198457e-05
0.005935207278030145,46,0.005969825505445311,0.005898449839881581,8,2.3172012012492293e-05
0.005925615705155615,47,0.005960223034118128,0.005900243743072807,8,2.192274444407973e-05
0.005925135833144307,48,0.005963381805491273,0.005907371114904271,8,1.7553648798381332e-05
0.005924885257395592,49,0.005979698985003121,0.00590221887439952,8,2.3337429098310385e-05
0.005922034339875404,50,0.0059592019457960456,0.0059026686973241245,8,1.76262315724786e-05
0.005912897394883505,51,0.005925440250121995,0.005905884506380969,8,7.113248301440577e-06
0.005916713374448924,52,0.00594328490973428,0.005899541485150665,8,1.4206046860405902e-05
0.005920598276695051,53,0.005962454550650669,0.005901521027297247,8,2.0323989427416868e-05
0.005928881883244949,54,0.005963521021508066,0.005901181754416547,8,2.141299424618627e-05
0.005918951166149796,55,0.00595841221712681,0.005898892330928335,8,1.7489344744879875e-05
0.005922445654081048,56,0.005969017224422586,0.00589972884002141,8,2.1799890445906313e-05
0.005910865866550559,57,0.0059372505101914575,0.005899409925655427,8,1.246351860803885e-05
0.005911872566322669,58,0.005945348379008753,0.005900160391798382,8,1.3802508359068614e-05
0.005909814920801707,59,0.0059240493997202,0.00589941473690165,8,8.540510113672363e-06
0.005906939766124122,60,0.0059248815350785465,0.005901900253765996,8,7.140431133457942e-06
0.005907339002396666,61,0.0059131188807024886,0.005898413752407776,8,4.153847073623519e-06
0.0059082421134222,62,0.005911412858597839,0.005900670973768214,8,3.6387611347632034e-06
0.005904718163447264,63,0.005916439632606796,0.005898571107490267,8,5.841692931794414e-06
0.005906125360590304,64,0.00591606332136308,0.005899310653871353,8,5.432406457727628e-06
0.005904829059137416,65,0.005912112456225034,0.005898274149961081,8,5.750942168119656e-06
0.005907894843721239,66,0.005917901658106156,0.005901985295424048,8,4.6962284958438716e-06
0.005903147912529911,67,0.005913615041983992,0.00589808477605498,8,5.334409637489413e-06
0.005902920212825651,68,0.005916309509117087,0.005897937780483295,8,5.84747287226928e-06
0.005906139770946103,69,0.005911699104872624,0.005898243452268939,8,3.971549630821283e-06
0.005902754524882958,70,0.005908725372295744,0.005898195543758765,8,3.898480308237134e-06
0.005902134007072152,71,0.005905913197004441,0.005900232116104688,8,1.7442889434271365e-06
0.005901703094907439,72,0.005910784291842766,0.005898332887863992,8,3.6688650008583678e-06
