avg,gen,max,min,nevals,std
0.0013424393022070742,0,0.0018202399737809398,0.0008867024790672969,8,0.0003015996027729197
0.0009406070314073078,1,0.001358681317887277,0.0006820517096472214,8,0.00022118784068099603
0.0008461422422748117,2,0.0013846270068075832,0.0005162347769671724,8,0.0003339806070826854
0.000718429751056249,3,0.0011583537043364845,0.00048232970341121283,8,0.00022624545056013998
0.0008279794948285034,4,0.0012159175276153212,0.0004779867145567427,8,0.0002728251535982129
0.0006377142131023467,5,0.0008561016719531328,0.0004391380954311521,8,0.00015354723528460354
0.0008512242901597358,6,0.0010926783054705247,0.0006454502592513701,8,0.00017737548997550064
0.0006819587069610602,7,0.000987064425561114,0.00042198298063250304,8,0.00019713557339590032
0.0007612079964603733,8,0.0010345238507630447,0.0005901378920254872,8,0.0001297493093860686
0.0005989839932673973,9,0.000865154970868278,0.000438379514938841,8,0.00016081091559665058
0.0008473948603292731,10,0.0017001811268719694,0.000420007511356398,8,0.0003506129290319115
0.0007743027101066347,11,0.001148183350439869,0.0004328573750514278,8,0.00021654462869829752
0.0005784864423021691,12,0.0007687860118274791,0.00042038532614528256,8,0.00013433908006073815
0.0005268421596448067,13,0.0007120313251490417,0.00042769338117899726,8,9.720061533294129e-05
0.0007320328201517387,14,0.0013026004633819816,0.0004368111414004127,8,0.00024953377012979823
0.0005974521649564597,15,0.000749716350666782,0.00047320745594993613,8,9.804348320768067e-05
0.0007001274403442728,16,0.0013080114050115776,0.0004197584549324408,8,0.0003073785656366497
0.0005186009919889305,17,0.0006126293236936715,0.00043472423091201796,8,6.0685798033808245e-05
0.0005727940458501708,18,0.000669569579425315,0.0004304110448907132,8,8.527909213713606e-05
0.0005596675196971378,19,0.0007767261619316619,0.00042887721359134424,8,0.000120072832433755
0.0005276919205864907,20,0.0006446991153261492,0.0004731644658668205,8,5.704064059870141e-05
0.0006303232951269313,21,0.0011525062437995866,0.00042359079027870993,8,0.00021924315415866352
0.0004732016241435006,22,0.0005368462517980077,0.0004180292801831991,8,4.491452846013026e-05
