avg,gen,max,min,nevals,std
0.0038697077195298164,0,0.004236202931960451,0.003595746795433323,8,0.00019087369880039758
0.0035490070086856926,1,0.003699631556323325,0.0034271940214870814,8,9.401518815214801e-05
0.003512037054731466,2,0.003625018519958939,0.0033239445770369934,8,8.565793457152624e-05
0.0034738034963762397,3,0.004154303737479821,0.00305483113931773,8,0.00034575939761987085
0.003092727739111756,4,0.0033586776742542384,0.002764926063668754,8,0.00018224934864030862
0.002917860564516324,5,0.0033059291755306365,0.0026050796618623576,8,0.0002209259580677678
0.0028974528736021845,6,0.0036798028891090887,0.002306374591168556,8,0.0004982846193630103
0.002635969358183619,7,0.003143828114057345,0.0024103307904585814,8,0.0002431822255862291
0.002755137569533605,8,0.003870522479492982,0.0022956720041762612,8,0.0004640123182453512
0.002454552327491571,9,0.0032190760280598855,0.002277741440179075,8,0.0003027308209880357
0.0024476292512727914,10,0.002681658935174055,0.0022745180801790393,8,0.00016237330296981923
0.002535570928826058,11,0.003213502939326269,0.002289467010402653,8,0.00031071594055372495
0.002619815741640635,12,0.0028564560331836757,0.002445294076853046,8,0.0001529872608085368
0.00243330706841686,13,0.002606881517337822,0.002275910354680744,8,0.00012186397560364286
0.0023744203571594855,14,0.0025401003001010664,0.0022743612967681738,8,8.724525844394509e-05
0.002466772261390666,15,0.0027682272213965797,0.002273376201913988,8,0.0001744573161949569
0.0024591366101332788,16,0.002635404472217098,0.0023285711306069296,8,0.00010260537782013347
0.0023793055886203655,17,0.002673174213112502,0.002280091245803229,8,0.00012749802656455435
0.002330325002008542,18,0.0023831324518323125,0.0022743460625077637,8,3.4378103632252955e-05
0.002328361376759178,19,0.0023939175735710728,0.0022890307202392927,8,3.420292406654462e-05
0.0023521693112090606,20,0.0024846022462562904,0.002274873841340038,8,8.04265427920823e-05
0.002396562093159251,21,0.002770348914941642,0.0022752725206360894,8,0.00016060367299265113
0.002331516236901589,22,0.0024648196344728324,0.002278385487998329,8,5.861524374986556e-05
0.0023254908492392834,23,0.0025014692917896173,0.0022758690724699136,8,6.961492306959945e-05
0.0023499127906872882,24,0.002423088431911433,0.0022766970030331664,8,4.6764531864451516e-05
0.0023408587793370397,25,0.0024989128305813973,0.0022759579719838123,8,7.943392889562669e-05
0.002299466799502833,26,0.0023835086340879864,0.0022761957799682236,8,3.5667728559524954e-05
0.0023115030607357427,27,0.002403076809281433,0.002280413381911284,8,3.866578733693689e-05
0.002284446934013909,28,0.0023081281583515324,0.002276533833854667,8,1.1805472303562206e-05
0.0022935748472308237,29,0.0023423634979442567,0.002275696028589543,8,2.2998486316157255e-05
0.0023073328049623624,30,0.002398328438432756,0.0022758797890702663,8,3.974957952714604e-05
0.002291980114216553,31,0.0023310252772092894,0.0022762004498083823,8,1.7685862517248732e-05
0.00229979968685404,32,0.0023828707271598627,0.002276377308090152,8,3.2646069941104285e-05
0.0023129359196875175,33,0.002396723278639313,0.002275888486637141,8,4.4367675925333564e-05
0.0022776223594231995,34,0.002285574506811627,0.002275229989705772,8,3.1622295724396623e-06
0.002277700637181518,35,0.0022828481025158644,0.002275281997533128,8,2.757559322257929e-06
0.0022802795385576113,36,0.0022918328830497936,0.0022751257955688988,8,5.387407138203691e-06
0.0022785476551845704,37,0.0022857015312888747,0.0022749830826645596,8,3.6749853041846295e-06
0.002279158236485863,38,0.002295625325457954,0.0022749475989226665,8,6.5330369535011865e-06
0.0022772746305075257,39,0.0022782610890760427,0.002275049521849754,8,9.89815833424368e-07
0.0022768341530145756,40,0.0022791747010776596,0.0022751963001852974,8,1.506566844552445e-06
0.0022755350098737728,41,0.0022762988167462014,0.0022751739554332812,8,3.857118310424273e-07
0.002275790049773638,42,0.0022779233821357703,0.0022749209768116916,8,8.978920081385152e-07
0.00227674796447836,43,0.002281355344281914,0.002275068753999109,8,1.8858163735575654e-06
0.002277052309849927,44,0.0022869545777271395,0.002274984401307194,8,3.792076934513446e-06
0.0022757268727249215,45,0.002277397168028446,0.0022750674440226225,8,8.05351136234434e-07
0.0022753383780747703,46,0.002276448698164479,0.0022748751341799046,8,4.663004069021539e-07
0.00227533305951139,47,0.0022760205661024944,0.0022748798270983443,8,3.590383001298146e-07
0.0022751062058321966,48,0.002275520923270502,0.0022747330054970804,8,3.0460785939804237e-07
0.0022758072589523816,49,0.0022793299930518513,0.0022747367376665423,8,1.6415568085700507e-06
0.0022747205332225547,50,0.00227485181723834,0.0022744614825471916,8,1.1643785330521233e-07
0.0022758977910107745,51,0.002280245584087415,0.002274488840976952,8,1.7560686014144398e-06
0.0022766333994576407,52,0.002285519017579216,0.002274251985667914,8,3.446569977732724e-06
0.0022766812662433434,53,0.002282914193223783,0.0022742843041344504,8,2.781060151856502e-06
0.0022764533871734655,54,0.0022850736488906733,0.0022742136839251576,8,3.3339208779780658e-06
0.002275702368735466,55,0.002278507013196268,0.0022742777752287136,8,1.394560316817084e-06
0.0022751747868443887,56,0.00227729749150142,0.002274106356639742,8,1.0170423869314052e-06
0.0022750118297413776,57,0.0022770851004138963,0.002274157918452749,8,9.727885958762686e-07
0.002274620862168876,58,0.0022767156993036323,0.002273930887409551,8,8.226393655016024e-07
0.0022748363746727743,59,0.002277322143025115,0.002274067506234499,8,1.0430294477898165e-06
0.0022744654836439736,60,0.002275251388622323,0.0022739139196361084,8,4.0668214510649887e-07
0.0022742713895376313,61,0.002275218506085371,0.002273856288102424,8,4.173577596849502e-07
0.0022739767058450465,62,0.002274299964529154,0.002273707740016799,8,1.7637365579804155e-07
0.002273949886567284,63,0.0022751497423163145,0.0022735446608186907,8,4.870081954028776e-07
0.002274096844878796,64,0.0022758914629379804,0.002273412920498,8,7.775659622693982e-07
0.0022739604118156603,65,0.0022750130535730538,0.002273094187845328,8,6.578330484823284e-07
0.002273896108299941,66,0.0022755431475356192,0.002273041541538574,8,7.67584314825562e-07
0.002273477711730267,67,0.002274469293132407,0.0022727683452528377,8,5.416225271650287e-07
0.002273305339052979,68,0.0022740894106048734,0.002272849561749891,8,3.448639550326344e-07
0.002273107805488361,69,0.0022737854980422216,0.0022725598988311006,8,3.5688927973101145e-07
0.0022732640123839304,70,0.0022739091932165068,0.002272346116832644,8,4.5590321815257295e-07
0.0022732723425299486,71,0.002274024168822266,0.0022723792698718806,8,5.777450356970887e-07
0.0022732322791749913,72,0.0022754859910150407,0.002272065890326089,8,1.3102760348916507e-06
0.002272610220580523,73,0.002274964943280785,0.002271768788841582,8,9.453537239179127e-07
0.00227306708174059,74,0.0022750876506749808,0.0022713866181197527,8,1.083086383305131e-06
0.0022722241803104734,75,0.0022740095401103983,0.002271441805864514,8,8.338253347858435e-07
0.0022719175727954413,76,0.0022731549208628,0.002271107318951795,8,7.091380059782867e-07
0.0022713703118575233,77,0.0022733993465967792,0.002270303664988903,8,9.329229364422671e-07
0.0022709336789904556,78,0.002272884237962496,0.002269277917287987,8,1.0747450696352819e-06
0.002273507764433736,79,0.0022883887747692407,0.0022681656758282653,8,6.343145202946296e-06
0.002272136095151169,80,0.0022786583525766257,0.002269112693501489,8,3.0435206686428313e-06
0.0022715095342757154,81,0.002276351235474555,0.0022678948429585193,8,2.7986369774697674e-06
0.002277163920730947,82,0.002293063561323567,0.0022687415420939196,8,8.93244673769652e-06
0.0022737322719627506,83,0.0022823355959836105,0.0022685203292597124,8,4.391590965307545e-06
0.0022747924314253376,84,0.0022814778844830663,0.0022671603931554967,8,5.034630602144552e-06
0.0022692600584776606,85,0.0022749186462629046,0.002264115495074325,8,3.7881381134698075e-06
0.002271222298917545,86,0.0022970043678140254,0.002264125042711236,8,1.0104300555124798e-05
0.0022684156429649055,87,0.0022718590304862066,0.002264130015549563,8,2.936050127099706e-06
0.002267910930093666,88,0.0022792774440681634,0.0022605893113923367,8,6.77542907018566e-06
0.0022646380473793654,89,0.002273340312503195,0.0022553148335809304,8,5.4205495952547575e-06
0.002267524935111784,90,0.0023123134718279112,0.002253043287584865,8,1.7872181300566287e-05
0.0022594791146167232,91,0.0022793455350277954,0.00224790072999633,8,9.214025548306326e-06
0.002255239697783089,92,0.002294388818316552,0.0022388115209929864,8,1.653741011868782e-05
0.0022511717460775467,93,0.0022998946196636015,0.0022256245938118385,8,2.6799276133515107e-05
0.002240912659282249,94,0.002306126235855586,0.0022007531583529,8,3.1791465364773634e-05
0.002242228411704848,95,0.002277311194169341,0.0022095454742166194,8,2.2269042494990274e-05
0.002247817984853137,96,0.0023878643645261835,0.0021917495363392905,8,6.508617704339423e-05
0.002240709760475516,97,0.0023256805054815764,0.0021524131178041724,8,5.8038796373784127e-05
0.0022861511942703005,98,0.002436688954613653,0.002190893470292141,8,7.858642569611445e-05
0.002259907004545524,99,0.0024390356689873425,0.002168261174331699,8,9.559947389740017e-05
0.002228425083121302,100,0.002347868822376814,0.002164280346738482,8,6.114034282572267e-05
0.002291197200247984,101,0.0024880819457469916,0.002179688439269507,8,0.00010002303375259511
0.00222168926597603,102,0.0023247369548557942,0.0021627019478430176,8,5.131816812340095e-05
0.0022037425228155893,103,0.002306634685076022,0.0021431849611001485,8,4.7171679625434e-05
0.0021976598891727188,104,0.0022294912146350286,0.0021701506442742004,8,1.8837625877927484e-05
0.002223794672283479,105,0.002291887753898132,0.002159628053491668,8,4.831466618253046e-05
0.002195043286254125,106,0.0022840630543872215,0.0021379366389616605,8,4.326304757801224e-05
0.0021508186431477994,107,0.00216661117966643,0.00211361818636687,8,1.6685695690852067e-05
0.002153695246889017,108,0.002201652062056813,0.0021235725119336207,8,2.9033068166867016e-05
0.0021359170343371752,109,0.0022006759096034906,0.0020826115790445227,8,3.491968312473188e-05
0.0021471465442084716,110,0.0022344270398430683,0.0020897181805447063,8,4.8061469305998996e-05
0.002156054205558553,111,0.002328748202640928,0.002043921423378324,8,9.136293747922531e-05
0.002062593258929569,112,0.0021232245300589715,0.002016481958652395,8,3.236935830311926e-05
0.0021268998611580032,113,0.0023455674908892062,0.0019853888756710338,8,0.00011280795603690691
