avg,gen,max,min,nevals,std
0.003997716051407417,0,0.0044208614261781794,0.003601617394975206,8,0.00024022536328461699
0.0037268866831910007,1,0.0044086524146023124,0.0034248576655728532,8,0.0002886542327199875
0.003463552071862987,2,0.003848230573069195,0.00325267369622099,8,0.00017325794293053672
0.003308304735366959,3,0.0036852901465714875,0.002930422087503548,8,0.00020806440631908937
0.0033568759611833,4,0.004052097505368635,0.002829004008411773,8,0.0003477051463375323
0.003020275239185852,5,0.0035051419625107463,0.0025725142638808127,8,0.0003405908541503703
0.0026049300197119466,6,0.002957096531507789,0.0023323566340124426,8,0.00022476252002322767
0.0028824077298620723,7,0.0036244289426366535,0.0024311285717766675,8,0.000383827885509504
0.0026099975292057757,8,0.0035795941539930117,0.0022958815288782563,8,0.000407790480965611
0.0027506754685077605,9,0.0032808713066415853,0.002269969484665594,8,0.00027931521650038715
0.002701982593827078,10,0.003937080032770835,0.002274557180374169,8,0.0005546286171452327
0.00242762145006865,11,0.0027031516221904944,0.00226429337171194,8,0.00017045952512917796
0.0025547164409159607,12,0.003089599639478052,0.002277341834423622,8,0.0002705592108007878
0.0024252538340750482,13,0.002632500792267442,0.002314091580038914,8,9.32104462589695e-05
0.0024459567182082867,14,0.0029709532649638865,0.002265642990482924,8,0.00021677413772050425
0.002420495077686371,15,0.0027047139496562803,0.002280362170024426,8,0.00015860890392076994
0.002516274053560529,16,0.0027494590066573137,0.002265316044960184,8,0.00017374846464362145
0.0023767346637620012,17,0.0025447966482792616,0.002270652260674215,8,9.872611652577581e-05
0.0024214411797222495,18,0.002755928662557687,0.0022705568894736097,8,0.0001738474003555464
0.0023230202021595984,19,0.002423832882931867,0.002265098118509251,8,5.424317547073417e-05
0.0023265140101405533,20,0.002387245570166313,0.0022652922814543047,8,4.824609601338342e-05
0.002304657836664145,21,0.0025317876759165985,0.002264848084813365,8,8.615015301661543e-05
0.002299292192587417,22,0.002357791915800533,0.002267298863795646,8,2.548887767439176e-05
0.002333484438116767,23,0.002528106427757238,0.0022649550660576788,8,8.444804253832262e-05
0.0022926224581299405,24,0.0023664474147026843,0.0022648834824840285,8,3.345795522747434e-05
0.0023168143648499297,25,0.002398414161584415,0.0022647407956310622,8,4.991288575764606e-05
0.0023333105046601816,26,0.0023958520807490845,0.0022644902105871593,8,5.1279260863916624e-05
0.0022897377615268815,27,0.0023154029367572883,0.0022645191209527886,8,1.852617293760737e-05
0.002306549440607925,28,0.0023502939188908088,0.002269891647911659,8,2.18206278909675e-05
0.002299401218186868,29,0.002343954350181586,0.0022649426165577626,8,3.261648833180088e-05
0.002279651841897162,30,0.0022961406468935052,0.0022653746314153385,8,1.1385498710887933e-05
0.0022815471757228435,31,0.0022979242772666673,0.0022647280316439736,8,1.3183530729992922e-05
0.002320121142569135,32,0.0023743579396414043,0.0022655620885506374,8,3.516207270565633e-05
0.002299117530102193,33,0.0023530017884449174,0.002265929854944414,8,2.9910127344821584e-05
0.0022813463470415627,34,0.0023469443749391853,0.0022645377265547288,8,2.5383856666878396e-05
0.0022816295967191674,35,0.0023147060737906127,0.00226456403153611,8,1.8148257017110722e-05
0.002289313976128205,36,0.002329976878692609,0.002264690567842965,8,2.1256641796284996e-05
0.002278019876414333,37,0.002326185037444402,0.002264351456502607,8,2.0418044118600744e-05
0.002279978739445244,38,0.0023061340336180793,0.0022653222212242565,8,1.2048665512010916e-05
0.0022921183461030435,39,0.0023257085467119822,0.0022707719362482794,8,1.8843162019451734e-05
