id,n,v_1,v_2,v_3,v_4,v_5,k,r,seed,gens,algorithm,kind,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,optimised error,suzuki error,% error,time
50,5,0.6097457122035289,0.05446644913523624,-0.6144938691814952,0.2639392982633204,0.803192227352991,3,25,951689995,500,CMAES,p concatenated,0.3647293089987393,0.3756295279715598,-0.48798392383691275,0.3824977148593344,0.35794233205157916,0.4089467014075197,0.4195199828425696,-0.6636401207995073,0.43972221805606787,0.40268038339866236,0.0007355182389504528,0.0010403074923202897,70.70200343457698,5261.5752165317535
51,5,0.6097457122035289,0.05446644913523624,-0.6144938691814952,0.2639392982633204,0.803192227352991,3,25,164252281,500,CMAES,p concatenated,0.3623827315178131,0.39288320103531993,-0.5035745437532352,0.40433973222105335,0.35389110053839673,0.40296296684199934,0.4310617033211479,-0.652301618923955,0.39936348673830413,0.40908245337405,0.000694850217934958,0.0010403074923202897,66.79277262390681,6117.219576835632
52,5,0.6097457122035289,0.05446644913523624,-0.6144938691814952,0.2639392982633204,0.803192227352991,3,50,678261680,500,CMAES,p concatenated,0.3730316005518233,0.37298506097392714,-0.49269997550261174,0.37338917776724767,0.37280938737399444,0.4148132576551022,0.41451981601355536,-0.6582372353763619,0.41498063897570736,0.4144084550243133,7.062624608380086e-06,1.3417748172183983e-05,52.63643733470454,5448.189330339432
53,5,0.6097457122035289,0.05446644913523624,-0.6144938691814952,0.2639392982633204,0.803192227352991,3,50,951689995,500,CMAES,p concatenated,0.3727336972027976,0.37315623162186295,-0.4930442864162134,0.37341529839957993,0.37372849167302186,0.41419000999796135,0.41506384552365955,-0.6579259826160117,0.4147320841890971,0.4139505575813692,7.023223263882462e-06,1.3417748172183983e-05,52.34278638827147,5390.559016942978
54,5,0.6097457122035289,0.05446644913523624,-0.6144938691814952,0.2639392982633204,0.803192227352991,3,50,164252281,500,CMAES,p concatenated,0.372989063176455,0.373166828831268,-0.4924561546148206,0.37305190205640154,0.3730377987736761,0.4144900789312961,0.4145528954784738,-0.6580500284401174,0.4145905951465115,0.41462700257688584,7.3012481333571935e-06,1.3417748172183983e-05,54.4148544127042,5461.880073547363
55,5,-0.1433912950891727,0.931426958169144,-0.4432147075343016,0.2803608072686108,-0.4891034605552478,3,25,678261680,500,CMAES,p concatenated,0.37304441131530974,0.3730661177091881,-0.4922550693694126,0.3730853939270601,0.37304957202943323,0.41448243451983396,0.4144859205689776,-0.6579687577820269,0.41451065911254037,0.4144892801971919,0.0012211423198882408,0.0017196121725423432,71.0126585160685,5290.040529966354
56,5,-0.1433912950891727,0.931426958169144,-0.4432147075343016,0.2803608072686108,-0.4891034605552478,3,25,951689995,500,CMAES,p concatenated,0.3735358673170513,0.3743873609519745,-0.49200913325121715,0.3729616013196905,0.3720064445173748,0.4142417069171366,0.4153992701653372,-0.6573079864023961,0.41283904451597286,0.4139364833552108,0.0012031150051171461,0.0017196121725423432,69.96432244012398,5277.472675085068
57,5,-0.1433912950891727,0.931426958169144,-0.4432147075343016,0.2803608072686108,-0.4891034605552478,3,25,164252281,500,CMAES,p concatenated,0.37236656031507165,0.37266307279566085,-0.4886212935459155,0.37340842823412346,0.3730702544293486,0.4139238750005558,0.4140924370017924,-0.654299828380547,0.4121880778943033,0.41121136987855983,0.0011300492080445182,0.0017196121725423432,65.71535292017667,5069.79424405098
58,5,-0.1433912950891727,0.931426958169144,-0.4432147075343016,0.2803608072686108,-0.4891034605552478,3,50,678261680,500,CMAES,p concatenated,0.3730598251672862,0.37305485562143825,-0.4922769026779795,0.3730562552477032,0.37305805156593846,0.41449514000696697,0.41449092452654507,-0.6579549752707343,0.414514605409575,0.41450210268088233,9.552864953930668e-06,2.0125800034659585e-05,47.465765025386474,5518.293914556503
59,5,-0.1433912950891727,0.931426958169144,-0.4432147075343016,0.2803608072686108,-0.4891034605552478,3,50,951689995,500,CMAES,p concatenated,0.3730519657469799,0.37306095789408966,-0.4922681047559994,0.37307184818280575,0.37306114295593296,0.4144943459840651,0.4144890776642401,-0.6579409356884233,0.4144876528176352,0.4144919256427417,9.552756471832535e-06,2.0125800034659585e-05,47.46522600533288,5547.195791959763
60,5,-0.1433912950891727,0.931426958169144,-0.4432147075343016,0.2803608072686108,-0.4891034605552478,3,50,164252281,500,CMAES,p concatenated,0.3730646431682384,0.37306531867147746,-0.4922741839741753,0.3730489888457152,0.37305318630742934,0.41449655886247294,0.4144889948801665,-0.6579439663024718,0.41448998984049185,0.4145103582238545,9.551658674971503e-06,2.0125800034659585e-05,47.459771330939105,5739.131031036377
61,5,0.02902000307786645,-0.4152114361802653,0.9060357844471439,-0.7379464424503042,-0.5940617730831903,3,25,678261680,500,CMAES,p concatenated,0.3697235382605653,0.37659359211651466,-0.49108245491865843,0.3742946405228075,0.3721485790384823,0.41659527574452176,0.4124034901919997,-0.6562630463252925,0.41192480298094486,0.41365123633769496,0.0016032286562584362,0.002165753681560127,74.02636181153947,5158.902978897095
62,5,0.02902000307786645,-0.4152114361802653,0.9060357844471439,-0.7379464424503042,-0.5940617730831903,3,25,951689995,500,CMAES,p concatenated,0.36444523551394853,0.3813793211740085,-0.48059514355998395,0.3697441254520984,0.36308883045949436,0.42670742983824944,0.40274623998258113,-0.6592489757986386,0.4076465435312817,0.42407102480346204,0.0015099729525967275,0.002165753681560127,69.72043799131396,5495.726947069168
63,5,0.02902000307786645,-0.4152114361802653,0.9060357844471439,-0.7379464424503042,-0.5940617730831903,3,25,164252281,500,CMAES,p concatenated,0.3667527204653513,0.38099971714523034,-0.4845884358089847,0.37466282841538895,0.3652402056674026,0.4117089330146409,0.41132864997109536,-0.6549389208632705,0.4165428241570812,0.4122845860866452,0.0014452364880376781,0.002165753681560127,66.73134162683654,5114.918178796768
64,5,0.02902000307786645,-0.4152114361802653,0.9060357844471439,-0.7379464424503042,-0.5940617730831903,3,50,678261680,500,CMAES,p concatenated,0.37306262357462383,0.3730483757196738,-0.49228583751834554,0.37303370533529734,0.37307322236954354,0.4145147002628275,0.4144753155308459,-0.6579132893852683,0.4144816988025874,0.41450941277128334,1.1946446557339797e-05,2.2571272264002337e-05,52.92766139900993,5693.756724357605
65,5,0.02902000307786645,-0.4152114361802653,0.9060357844471439,-0.7379464424503042,-0.5940617730831903,3,50,951689995,500,CMAES,p concatenated,0.37308867126101747,0.373057297234904,-0.4922853305753385,0.3730531345807334,0.37307105099082066,0.4144775091413499,0.41445645403659515,-0.6578783232132636,0.41449410848013696,0.41446535044386257,1.1957916123605356e-05,2.2571272264002337e-05,52.978476284991565,5646.145610809326
66,5,0.02902000307786645,-0.4152114361802653,0.9060357844471439,-0.7379464424503042,-0.5940617730831903,3,50,164252281,500,CMAES,p concatenated,0.37304400334341353,0.3730680995857203,-0.49228326769865244,0.37304979934162874,0.3730435999128752,0.4145209431080692,0.41447494713809,-0.6579199459094994,0.4144827346088473,0.414519015550813,1.1943551441476653e-05,2.2571272264002337e-05,52.914834847501076,5468.448865652084
67,5,0.32903165430982395,0.4386599111472647,0.023996515473116764,-0.16497110482463473,0.21285257205184813,3,25,678261680,500,CMAES,p concatenated,0.3730581639004008,0.373075525433379,-0.49224782073573675,0.3730766687258241,0.37305615579429957,0.41449179147814685,0.41448816901450225,-0.6579618936756109,0.4144723404592253,0.41448521227314133,0.0005490202797386933,0.0007881913458838373,69.65571020359911,4693.525995492935
68,5,0.32903165430982395,0.4386599111472647,0.023996515473116764,-0.16497110482463473,0.21285257205184813,3,25,951689995,500,CMAES,p concatenated,0.3730758223966119,0.3730662485910312,-0.4922562248675745,0.37306515569174953,0.37306547210241037,0.41449029870664644,0.4144877337575669,-0.6579645494117368,0.4144817134057171,0.4144826430528262,0.0005491833202338253,0.0007881913458838373,69.67639559883766,5095.012285709381
