id,n,v_1,v_2,v_3,v_4,v_5,k,r,seed,gens,algorithm,kind
21,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,3,25,164252281,500,CMAES,p concatenated
22,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,3,50,678261680,500,CMAES,p concatenated
23,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,3,50,951689995,500,CMAES,p concatenated
24,5,0.9990841044966379,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,3,50,164252281,500,CMAES,p concatenated
25,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,3,25,678261680,500,CMAES,p concatenated
26,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,3,25,951689995,500,CMAES,p concatenated
27,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,3,25,164252281,500,CMAES,p concatenated
28,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,3,50,678261680,500,CMAES,p concatenated
29,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,3,50,951689995,500,CMAES,p concatenated
30,5,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.29350042748625027,0.50260054400962,3,50,164252281,500,CMAES,p concatenated
31,5,0.9904540693410235,-0.24445041636106435,0.7955458787759091,0.4290968664437629,0.9265661436565149,3,25,678261680,500,CMAES,p concatenated
32,5,0.9904540693410235,-0.24445041636106435,0.7955458787759091,0.4290968664437629,0.9265661436565149,3,25,951689995,500,CMAES,p concatenated
33,5,0.9904540693410235,-0.24445041636106435,0.7955458787759091,0.4290968664437629,0.9265661436565149,3,25,164252281,500,CMAES,p concatenated
34,5,0.9904540693410235,-0.24445041636106435,0.7955458787759091,0.4290968664437629,0.9265661436565149,3,50,678261680,500,CMAES,p concatenated
35,5,0.9904540693410235,-0.24445041636106435,0.7955458787759091,0.4290968664437629,0.9265661436565149,3,50,951689995,500,CMAES,p concatenated
36,5,0.9904540693410235,-0.24445041636106435,0.7955458787759091,0.4290968664437629,0.9265661436565149,3,50,164252281,500,CMAES,p concatenated
37,5,-0.0868026827782653,0.9132962777942597,-0.7319367414760487,-0.32894931626327173,-0.5470920147217146,3,25,678261680,500,CMAES,p concatenated
38,5,-0.0868026827782653,0.9132962777942597,-0.7319367414760487,-0.32894931626327173,-0.5470920147217146,3,25,951689995,500,CMAES,p concatenated
39,5,-0.0868026827782653,0.9132962777942597,-0.7319367414760487,-0.32894931626327173,-0.5470920147217146,3,25,164252281,500,CMAES,p concatenated
40,5,-0.0868026827782653,0.9132962777942597,-0.7319367414760487,-0.32894931626327173,-0.5470920147217146,3,50,678261680,500,CMAES,p concatenated
41,5,-0.0868026827782653,0.9132962777942597,-0.7319367414760487,-0.32894931626327173,-0.5470920147217146,3,50,951689995,500,CMAES,p concatenated
42,5,-0.0868026827782653,0.9132962777942597,-0.7319367414760487,-0.32894931626327173,-0.5470920147217146,3,50,164252281,500,CMAES,p concatenated
43,5,-0.7969527881951413,-0.20411592444163862,-0.6407052945809155,0.5440021214015651,0.6248807496122719,3,25,678261680,500,CMAES,p concatenated
44,5,-0.7969527881951413,-0.20411592444163862,-0.6407052945809155,0.5440021214015651,0.6248807496122719,3,25,951689995,500,CMAES,p concatenated
45,5,-0.7969527881951413,-0.20411592444163862,-0.6407052945809155,0.5440021214015651,0.6248807496122719,3,25,164252281,500,CMAES,p concatenated
46,5,-0.7969527881951413,-0.20411592444163862,-0.6407052945809155,0.5440021214015651,0.6248807496122719,3,50,678261680,500,CMAES,p concatenated
47,5,-0.7969527881951413,-0.20411592444163862,-0.6407052945809155,0.5440021214015651,0.6248807496122719,3,50,951689995,500,CMAES,p concatenated
48,5,-0.7969527881951413,-0.20411592444163862,-0.6407052945809155,0.5440021214015651,0.6248807496122719,3,50,164252281,500,CMAES,p concatenated
49,5,0.609745712203529,0.05446644913523624,-0.6144938691814952,0.2639392982633204,0.803192227352991,3,25,678261680,500,CMAES,p concatenated
50,5,0.609745712203529,0.05446644913523624,-0.6144938691814952,0.2639392982633204,0.803192227352991,3,25,951689995,500,CMAES,p concatenated
51,5,0.609745712203529,0.05446644913523624,-0.6144938691814952,0.2639392982633204,0.803192227352991,3,25,164252281,500,CMAES,p concatenated
52,5,0.609745712203529,0.05446644913523624,-0.6144938691814952,0.2639392982633204,0.803192227352991,3,50,678261680,500,CMAES,p concatenated
53,5,0.609745712203529,0.05446644913523624,-0.6144938691814952,0.2639392982633204,0.803192227352991,3,50,951689995,500,CMAES,p concatenated
54,5,0.609745712203529,0.05446644913523624,-0.6144938691814952,0.2639392982633204,0.803192227352991,3,50,164252281,500,CMAES,p concatenated
55,5,-0.1433912950891727,0.9314269581691439,-0.4432147075343016,0.2803608072686108,-0.4891034605552478,3,25,678261680,500,CMAES,p concatenated
56,5,-0.1433912950891727,0.9314269581691439,-0.4432147075343016,0.2803608072686108,-0.4891034605552478,3,25,951689995,500,CMAES,p concatenated
57,5,-0.1433912950891727,0.9314269581691439,-0.4432147075343016,0.2803608072686108,-0.4891034605552478,3,25,164252281,500,CMAES,p concatenated
58,5,-0.1433912950891727,0.9314269581691439,-0.4432147075343016,0.2803608072686108,-0.4891034605552478,3,50,678261680,500,CMAES,p concatenated
59,5,-0.1433912950891727,0.9314269581691439,-0.4432147075343016,0.2803608072686108,-0.4891034605552478,3,50,951689995,500,CMAES,p concatenated
60,5,-0.1433912950891727,0.9314269581691439,-0.4432147075343016,0.2803608072686108,-0.4891034605552478,3,50,164252281,500,CMAES,p concatenated
61,5,0.029020003077866452,-0.41521143618026524,0.906035784447144,-0.7379464424503042,-0.5940617730831903,3,25,678261680,500,CMAES,p concatenated
62,5,0.029020003077866452,-0.41521143618026524,0.906035784447144,-0.7379464424503042,-0.5940617730831903,3,25,951689995,500,CMAES,p concatenated
63,5,0.029020003077866452,-0.41521143618026524,0.906035784447144,-0.7379464424503042,-0.5940617730831903,3,25,164252281,500,CMAES,p concatenated
64,5,0.029020003077866452,-0.41521143618026524,0.906035784447144,-0.7379464424503042,-0.5940617730831903,3,50,678261680,500,CMAES,p concatenated
65,5,0.029020003077866452,-0.41521143618026524,0.906035784447144,-0.7379464424503042,-0.5940617730831903,3,50,951689995,500,CMAES,p concatenated
66,5,0.029020003077866452,-0.41521143618026524,0.906035784447144,-0.7379464424503042,-0.5940617730831903,3,50,164252281,500,CMAES,p concatenated
67,5,0.32903165430982395,0.43865991114726466,0.023996515473116764,-0.16497110482463473,0.21285257205184815,3,25,678261680,500,CMAES,p concatenated
68,5,0.32903165430982395,0.43865991114726466,0.023996515473116764,-0.16497110482463473,0.21285257205184815,3,25,951689995,500,CMAES,p concatenated
69,5,0.32903165430982395,0.43865991114726466,0.023996515473116764,-0.16497110482463473,0.21285257205184815,3,25,164252281,500,CMAES,p concatenated
70,5,0.32903165430982395,0.43865991114726466,0.023996515473116764,-0.16497110482463473,0.21285257205184815,3,50,678261680,500,CMAES,p concatenated
71,5,0.32903165430982395,0.43865991114726466,0.023996515473116764,-0.16497110482463473,0.21285257205184815,3,50,951689995,500,CMAES,p concatenated
72,5,0.32903165430982395,0.43865991114726466,0.023996515473116764,-0.16497110482463473,0.21285257205184815,3,50,164252281,500,CMAES,p concatenated
