id,n,v_1,v_2,v_3,v_4,v_5,k,r,seed,gens,algorithm,kind,p_1,p_2,p_3,p_4,p_5,optimised error,suzuki error,% error,time
178,5,-0.3979323703039153,0.7449030414795164,-0.6185938100318349,0.9644931611512844,0.7723213477174344,2,200,373276626,250,CMAES,p,0.41427936592058257,0.4140860072870933,-0.6574154809639746,0.4147097163807297,0.41433952419735154,5.121232023544125e-05,0.00013901057208806124,36.84059382404308,792.557806968689
179,5,-0.3979323703039153,0.7449030414795164,-0.6185938100318349,0.9644931611512844,0.7723213477174344,2,200,554197088,250,CMAES,p,0.4145015421483099,0.41443778575317486,-0.6579258016379051,0.4145320040681361,0.41445298305423717,6.555412630531095e-05,0.00013901057208806124,47.15765522048448,792.3655667304993
180,5,-0.3979323703039153,0.7449030414795164,-0.6185938100318349,0.9644931611512844,0.7723213477174344,2,200,858138413,250,CMAES,p,0.41353827784263886,0.4149284419510933,-0.6569098772730252,0.4137223639298726,0.41472073827980305,4.882823377826514e-05,0.00013901057208806124,35.12555415377554,793.6987099647522
181,5,0.942634864129884,-0.0037674492744359522,-0.02614472611340513,0.3115123890434568,-0.2384673151736332,2,50,373276626,250,CMAES,p,0.41149990587695595,0.4163263006286686,-0.6503401214166828,0.41112867403429154,0.4113378724832554,0.008676969043651141,0.021346846579627626,40.64754487874575,586.6477551460266
182,5,0.942634864129884,-0.0037674492744359522,-0.02614472611340513,0.3115123890434568,-0.2384673151736332,2,50,554197088,250,CMAES,p,0.4146732348091905,0.4143591817321758,-0.6503598848646404,0.41172501166180386,0.40955496210733877,0.008668156383181627,0.021346846579627626,40.6062616829508,588.7047619819641
183,5,0.942634864129884,-0.0037674492744359522,-0.02614472611340513,0.3115123890434568,-0.2384673151736332,2,50,858138413,250,CMAES,p,0.40079588352937207,0.41435211469244787,-0.6506395956876099,0.416840295896186,0.418603059868459,0.008731549144772071,0.021346846579627626,40.90322714505771,588.8174877166748
184,5,0.942634864129884,-0.0037674492744359522,-0.02614472611340513,0.3115123890434568,-0.2384673151736332,2,100,373276626,250,CMAES,p,0.4153767705750098,0.4128937860992579,-0.6554652941893836,0.41498527419332737,0.41220630129295777,0.0006641665042705934,0.0015748864924934477,42.17234114561794,663.9167675971985
185,5,0.942634864129884,-0.0037674492744359522,-0.02614472611340513,0.3115123890434568,-0.2384673151736332,2,100,554197088,250,CMAES,p,0.4147531423227317,0.4156783912260401,-0.6554690334250606,0.4135635958138367,0.41147074065941824,0.0006644272308444421,0.0015748864924934477,42.18889640690765,666.9704205989838
186,5,0.942634864129884,-0.0037674492744359522,-0.02614472611340513,0.3115123890434568,-0.2384673151736332,2,100,858138413,250,CMAES,p,0.4143699111487672,0.41340051227054103,-0.6554575238320517,0.4149873225068921,0.41269661961316834,0.0006641624877625947,0.0015748864924934477,42.17208611085716,663.1504118442535
187,5,0.942634864129884,-0.0037674492744359522,-0.02614472611340513,0.3115123890434568,-0.2384673151736332,2,150,373276626,250,CMAES,p,0.41190603142310034,0.41370843434487997,-0.6568089591885201,0.4149291503619415,0.4162647038236692,0.00013662749870876865,0.00032000712320111644,42.69514295245912,720.0753328800201
188,5,0.942634864129884,-0.0037674492744359522,-0.02614472611340513,0.3115123890434568,-0.2384673151736332,2,150,554197088,250,CMAES,p,0.4138243088215019,0.4129303615209307,-0.6568077256771482,0.4131723246171121,0.4168800932614146,0.0001365515284416661,0.00032000712320111644,42.671402772446065,723.5451993942261
189,5,0.942634864129884,-0.0037674492744359522,-0.02614472611340513,0.3115123890434568,-0.2384673151736332,2,150,858138413,250,CMAES,p,0.4151629856682858,0.4128381433431421,-0.6567961409054286,0.4150169303100654,0.4137774462436188,0.0001365358501980781,0.00032000712320111644,42.66650343038419,721.6613411903381
190,5,0.942634864129884,-0.0037674492744359522,-0.02614472611340513,0.3115123890434568,-0.2384673151736332,2,200,373276626,250,CMAES,p,0.41406702603276013,0.4145873453740564,-0.6572919721093092,0.4142667691317834,0.41437062926787444,4.38232159945506e-05,0.00010224305782413523,42.86180101335526,790.9637603759766
191,5,0.942634864129884,-0.0037674492744359522,-0.02614472611340513,0.3115123890434568,-0.2384673151736332,2,200,554197088,250,CMAES,p,0.41303176097022715,0.4148312782627785,-0.6573000696909865,0.4151648437405266,0.4142719776564564,4.3836071114091034e-05,0.00010224305782413523,42.87437411104425,792.0310015678406
192,5,0.942634864129884,-0.0037674492744359522,-0.02614472611340513,0.3115123890434568,-0.2384673151736332,2,200,858138413,250,CMAES,p,0.41302035958824934,0.41500758677016036,-0.6572964627457043,0.41461648348291263,0.414651828974011,4.382949553441105e-05,0.00010224305782413523,42.86794278962261,796.6561853885651
19,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.4714438567589781,2,150,373276626,250,CMAES,p,0.41488638286748336,0.4145790471381394,-0.6571540654852874,0.41348753511427977,0.4142001805507114,0.00011522221091719787,0.00026583714870202644,43.34315631949131,795.2401287555695
20,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.4714438567589781,2,150,554197088,250,CMAES,p,0.41474541367623674,0.4136521861271188,-0.6571533054857889,0.4143303499062583,0.414424435245253,0.00011515245920112326,0.00026583714870202644,43.316917806019745,794.1589529514313
21,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.4714438567589781,2,150,858138413,250,CMAES,p,0.414800627018297,0.4146194266056468,-0.6571534910599276,0.41359315574372846,0.4141393620361273,0.0001152133951977646,0.00026583714870202644,43.339840108993144,793.1572616100311
22,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.4714438567589781,2,200,373276626,250,CMAES,p,0.413957157766474,0.41418384338602066,-0.6575006836245781,0.4149575394163883,0.4144018484443027,3.68528168138207e-05,8.490773267217525e-05,43.403369344589244,871.0103993415833
23,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.4714438567589781,2,200,554197088,250,CMAES,p,0.41458677687670276,0.4140499320987806,-0.6575004004616536,0.41447384807168575,0.41438954842659176,3.6838219709342376e-05,8.490773267217525e-05,43.3861776189137,871.3518462181091
24,5,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.4714438567589781,2,200,858138413,250,CMAES,p,0.4136146814656678,0.4144674688884989,-0.6575014301018794,0.41471152992163757,0.414707455467567,3.689627224442332e-05,8.490773267217525e-05,43.454548935935065,869.4456367492676
193,5,-0.7792433087145898,-0.6344399441432538,0.2882660059625033,-0.8352754998489977,0.6970477297542357,2,50,373276626,250,CMAES,p,0.4110321483852631,0.4136108773509211,-0.6495178169285989,0.41078173873470514,0.4140100713813066,0.00866994180426547,0.028261031756097805,30.678079551695,594.7975945472717
