id,n,v_1,v_2,v_3,v_4,v_5,v_6,v_7,k,r,seed,gens,algorithm,kind,p_1,p_2,p_3,p_4,p_5,optimised error,suzuki error,% error,time
1,7,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,0.09640984945486153,0.16554078304766007,2,100,568421788,250,CMAES,p,0.41565255793613626,0.40864349370791436,-0.6530477019563603,0.4128238139246303,0.4159076468113131,0.003707083652714074,0.010712234215177838,34.60607356270852,4105.664807319641
