id,n,v_1,v_2,v_3,v_4,v_5,v_6,v_7,k,r,seed,gens,algorithm,kind,p_1,p_2,p_3,p_4,p_5,optimised error,suzuki error,% error,time
4,7,-0.7392959233634115,-0.32963147600991705,-0.4714438567589781,-0.14148262945720247,0.4992799373516386,-0.8450044399089445,0.5629205826890511,2,100,568421788,250,CMAES,p,0.4115153030273892,0.4139416024013986,-0.6537125932476153,0.41467993969440586,0.4135368262100133,0.004017752475220081,0.015678374162119785,25.62607853132689,4763.8207149505615
