id,n,v_1,v_2,v_3,v_4,v_5,v_6,v_7,k,r,seed,gens,algorithm,kind,p_1,p_2,p_3,p_4,p_5,optimised error,suzuki error,% error,time
3,7,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,0.09640984945486153,0.16554078304766007,2,100,204586338,250,CMAES,p,0.4118755008522468,0.4151562840939472,-0.6529821422210292,0.4092880952273032,0.41664259739727083,0.00371146718021453,0.010712234215177838,34.64699432127674,4975.158566236496
