id,n,v_1,v_2,v_3,v_4,v_5,v_6,v_7,k,r,seed,gens,algorithm,kind,p_1,p_2,p_3,p_4,p_5,optimised error,suzuki error,% error,time
9,7,-0.6166066469120175,0.999084104496638,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,0.5462491563061158,2,100,204586338,250,CMAES,p,0.40874082658517685,0.4233420294338398,-0.6535451879079738,0.411667965450281,0.4097692824503862,0.003403508942615973,0.01387323500339614,24.53291493860517,5091.16658782959
