,exp,row,n,k,r,t,p_1,p_2,p_3,p_4,p_5,v_1,v_2,v_3,v_4,v_5,original_error,suzuki_error,error,v_suz_error
246,15,247,5,2,100,10,0.41367224923598794,0.413019541289927,-0.6559634185393891,0.41355467265227897,0.41571330628023995,-0.08680268277826499,0.9132962777942599,-0.7319367414760491,-0.328949316263272,-0.547092014721715,0.000534651054344,0.0012602423422279998,0.000833827284622,0.0017035836136133665
247,15,248,5,2,100,10,0.41367224923598794,0.413019541289927,-0.6559634185393891,0.41355467265227897,0.41571330628023995,-0.7969527881951409,-0.20411592444163895,-0.640705294580916,0.544002121401565,0.624880749612272,0.000534651054344,0.0012602423422279998,0.0008262741548,0.0016187542698847361
248,15,249,5,2,100,10,0.41367224923598794,0.413019541289927,-0.6559634185393891,0.41355467265227897,0.41571330628023995,0.6097457122035289,0.054466449135235996,-0.614493869181495,0.26393929826331997,0.803192227352991,0.000534651054344,0.0012602423422279998,0.000534651054344,0.0012602423422233553
249,15,250,5,2,100,10,0.41367224923598794,0.413019541289927,-0.6559634185393891,0.41355467265227897,0.41571330628023995,-0.143391295089173,0.9314269581691441,-0.44321470753430203,0.280360807268611,-0.48910346055524795,0.000534651054344,0.0012602423422279998,0.000839696000662,0.0017309735954713322
250,15,251,5,2,100,10,0.41367224923598794,0.413019541289927,-0.6559634185393891,0.41355467265227897,0.41571330628023995,0.029020003077867,-0.415211436180265,0.9060357844471439,-0.737946442450304,-0.59406177308319,0.000534651054344,0.0012602423422279998,0.000931972794173,0.00183588217865041
251,15,252,5,2,100,10,0.41367224923598794,0.413019541289927,-0.6559634185393891,0.41355467265227897,0.41571330628023995,0.32903165430982395,0.438659911147265,0.023996515473117,-0.164971104824635,0.21285257205184802,0.000534651054344,0.0012602423422279998,0.000674890949632,0.0011775516053292236
252,15,253,5,2,100,10,0.41367224923598794,0.413019541289927,-0.6559634185393891,0.41355467265227897,0.41571330628023995,-0.932683531588811,0.210337173751285,0.08075618136681,0.546788577158553,0.706532080400959,0.000534651054344,0.0012602423422279998,0.000829497885327,0.0016843907336223066
253,15,254,5,2,100,10,0.41367224923598794,0.413019541289927,-0.6559634185393891,0.41355467265227897,0.41571330628023995,0.09779590701922199,0.6771475910702089,0.10793346269983199,0.31995019735873403,-0.14424244289484198,0.000534651054344,0.0012602423422279998,0.0006470543658099999,0.001256652713580904
254,15,255,5,2,100,10,0.41367224923598794,0.413019541289927,-0.6559634185393891,0.41355467265227897,0.41571330628023995,-0.397932370303915,0.744903041479516,-0.618593810031835,0.9644931611512841,0.772321347717434,0.000534651054344,0.0012602423422279998,0.0011017419039,0.002128309832157201
255,15,256,5,2,100,10,0.41367224923598794,0.413019541289927,-0.6559634185393891,0.41355467265227897,0.41571330628023995,0.9426348641298841,-0.0037674492744359995,-0.026144726113405,0.31151238904345696,-0.23846731517363298,0.000534651054344,0.0012602423422279998,0.0007489002622319999,0.0015748864924874006
256,15,257,5,2,100,10,0.41367224923598794,0.413019541289927,-0.6559634185393891,0.41355467265227897,0.41571330628023995,-0.7792433087145899,-0.634439944143254,0.288266005962503,-0.8352754998489978,0.6970477297542359,0.000534651054344,0.0012602423422279998,0.0010975006831,0.0021367651055745804
257,15,258,5,2,100,10,0.41367224923598794,0.413019541289927,-0.6559634185393891,0.41355467265227897,0.41571330628023995,0.34762965328911,-0.5496260650517271,-0.10859599898493301,0.15932001686603,0.10773479349605199,0.000534651054344,0.0012602423422279998,0.000769900051405,0.0013074079774217072
258,15,259,5,2,100,10,0.41367224923598794,0.413019541289927,-0.6559634185393891,0.41355467265227897,0.41571330628023995,-0.844181066274578,0.5369412745423819,-0.8599370336530441,0.305900950477507,0.307307983465393,0.000534651054344,0.0012602423422279998,0.00113289435568,0.002119721449618185
259,15,260,5,2,100,10,0.41367224923598794,0.413019541289927,-0.6559634185393891,0.41355467265227897,0.41571330628023995,-0.9042640046260499,0.533459801972326,0.415211652608789,0.569854372216116,-0.374962547897989,0.000534651054344,0.0012602423422279998,0.000754119493608,0.0015067740422385753
260,15,261,5,2,100,10,0.41367224923598794,0.413019541289927,-0.6559634185393891,0.41355467265227897,0.41571330628023995,-0.999051849623006,-0.38270508552766097,-0.630254148303522,-0.8555475726657741,-0.8066554183749491,0.000534651054344,0.0012602423422279998,0.0007555855536930001,0.0012748634670900303
261,15,262,5,2,100,10,0.41367224923598794,0.413019541289927,-0.6559634185393891,0.41355467265227897,0.41571330628023995,0.428956264276091,0.518990654171372,-0.547659749729947,-0.61168691851822,-0.9706427775684549,0.000534651054344,0.0012602423422279998,0.000716083988776,0.0014727943363573761
262,15,263,5,2,100,10,0.41367224923598794,0.413019541289927,-0.6559634185393891,0.41355467265227897,0.41571330628023995,-0.7138375868617991,-0.89561061944838,0.7837199813945921,0.08136905101121601,-0.11718969147978801,0.000534651054344,0.0012602423422279998,0.0007404535852689999,0.0015074669314189815
263,15,264,5,2,100,10,0.41367224923598794,0.413019541289927,-0.6559634185393891,0.41355467265227897,0.41571330628023995,0.603800031154597,0.550105940302207,-0.227117637636759,-0.176569439986245,-0.366784136980409,0.000534651054344,0.0012602423422279998,0.000607855211973,0.0013138450926999513
264,15,265,5,2,100,10,0.41367224923598794,0.413019541289927,-0.6559634185393891,0.41355467265227897,0.41571330628023995,-0.8060005073705071,-0.6661853372842409,-0.42502530987427006,0.807278013050725,-0.07437962025411701,0.000534651054344,0.0012602423422279998,0.000692112282762,0.00139245872526967
265,15,266,5,2,100,10,0.41367224923598794,0.413019541289927,-0.6559634185393891,0.41355467265227897,0.41571330628023995,-0.661367279794385,-0.42197654755254105,-0.387778521482807,0.276500423122041,0.546495634937345,0.000534651054344,0.0012602423422279998,0.000579624587921,0.001325351076186945
266,15,267,5,2,100,10,0.41367224923598794,0.413019541289927,-0.6559634185393891,0.41355467265227897,0.41571330628023995,-0.9841367855768679,-0.9650485460071669,-0.846669503278965,0.7322006869326719,0.207149266092126,0.000534651054344,0.0012602423422279998,0.000795103654748,0.0015496853723569685
267,15,268,5,2,100,10,0.41367224923598794,0.413019541289927,-0.6559634185393891,0.41355467265227897,0.41571330628023995,0.7297072757774871,0.447839255393184,0.490581639140507,-0.29706902302901,0.12372533925097899,0.000534651054344,0.0012602423422279998,0.000606931506666,0.0012645441833974325
268,15,269,5,2,100,10,0.41367224923598794,0.413019541289927,-0.6559634185393891,0.41355467265227897,0.41571330628023995,-0.6079946789875109,-0.06423701943454499,0.48655339694384003,0.603396998069534,0.208584538461168,0.000534651054344,0.0012602423422279998,0.0005692174254119999,0.001244024298279538
269,15,270,5,2,100,10,0.41367224923598794,0.413019541289927,-0.6559634185393891,0.41355467265227897,0.41571330628023995,0.832047234333674,-0.341285605018889,0.543920354933582,0.476415729153106,-0.23428940593775,0.000534651054344,0.0012602423422279998,0.00086200850752,0.0017733698696874574
270,15,271,5,2,100,10,0.413747631466421,0.41358895453638794,-0.6559663823966689,0.41610330687668207,0.41252053340819395,-0.10697142702071599,0.529058605311209,0.5043258788245539,-0.34826462467060304,-0.950258369325947,0.000657747404902,0.001730973595493,0.000707228961512,0.001330323387528409
271,15,272,5,2,100,10,0.413747631466421,0.41358895453638794,-0.6559663823966689,0.41610330687668207,0.41252053340819395,0.09640984945486199,0.16554078304766,-0.7392959233634109,-0.329631476009917,-0.471443856758978,0.000657747404902,0.001730973595493,0.000721417930922,0.0013095710366606828
272,15,273,5,2,100,10,0.413747631466421,0.41358895453638794,-0.6559663823966689,0.41610330687668207,0.41252053340819395,-0.141482629457203,0.49927993735163895,-0.845004439908944,0.562920582689051,-0.616606646912017,0.000657747404902,0.001730973595493,0.0008528653858960001,0.0020382923241751925
273,15,274,5,2,100,10,0.413747631466421,0.41358895453638794,-0.6559663823966689,0.41610330687668207,0.41252053340819395,0.9990841044966379,0.219647910521367,0.159237006964318,0.7608713011021461,0.85138532629344,0.000657747404902,0.001730973595493,0.000799655943727,0.0012640933429922281
274,15,275,5,2,100,10,0.413747631466421,0.41358895453638794,-0.6559663823966689,0.41610330687668207,0.41252053340819395,0.546249156306116,-0.100683572622685,0.6027915688719189,-0.29350042748625,0.5026005440096201,0.000657747404902,0.001730973595493,0.000697527886872,0.0015359722434719841
275,15,276,5,2,100,10,0.413747631466421,0.41358895453638794,-0.6559663823966689,0.41610330687668207,0.41252053340819395,0.990454069341024,-0.244450416361064,0.7955458787759091,0.42909686644376294,0.926566143656515,0.000657747404902,0.001730973595493,0.0006523049021030001,0.0016526556537151892
276,15,277,5,2,100,10,0.413747631466421,0.41358895453638794,-0.6559663823966689,0.41610330687668207,0.41252053340819395,-0.08680268277826499,0.9132962777942599,-0.7319367414760491,-0.328949316263272,-0.547092014721715,0.000657747404902,0.001730973595493,0.0006803228321880001,0.0017035836136133665
277,15,278,5,2,100,10,0.413747631466421,0.41358895453638794,-0.6559663823966689,0.41610330687668207,0.41252053340819395,-0.7969527881951409,-0.20411592444163895,-0.640705294580916,0.544002121401565,0.624880749612272,0.000657747404902,0.001730973595493,0.0007527334795589998,0.0016187542698847361
278,15,279,5,2,100,10,0.413747631466421,0.41358895453638794,-0.6559663823966689,0.41610330687668207,0.41252053340819395,0.6097457122035289,0.054466449135235996,-0.614493869181495,0.26393929826331997,0.803192227352991,0.000657747404902,0.001730973595493,0.0006547094630210001,0.0012602423422233553
279,15,280,5,2,100,10,0.413747631466421,0.41358895453638794,-0.6559663823966689,0.41610330687668207,0.41252053340819395,-0.143391295089173,0.9314269581691441,-0.44321470753430203,0.280360807268611,-0.48910346055524795,0.000657747404902,0.001730973595493,0.000657747404902,0.0017309735954713322
280,15,281,5,2,100,10,0.413747631466421,0.41358895453638794,-0.6559663823966689,0.41610330687668207,0.41252053340819395,0.029020003077867,-0.415211436180265,0.9060357844471439,-0.737946442450304,-0.59406177308319,0.000657747404902,0.001730973595493,0.0008640729320110001,0.00183588217865041
281,15,282,5,2,100,10,0.413747631466421,0.41358895453638794,-0.6559663823966689,0.41610330687668207,0.41252053340819395,0.32903165430982395,0.438659911147265,0.023996515473117,-0.164971104824635,0.21285257205184802,0.000657747404902,0.001730973595493,0.0007958491723089998,0.0011775516053292236
282,15,283,5,2,100,10,0.413747631466421,0.41358895453638794,-0.6559663823966689,0.41610330687668207,0.41252053340819395,-0.932683531588811,0.210337173751285,0.08075618136681,0.546788577158553,0.706532080400959,0.000657747404902,0.001730973595493,0.000699802693975,0.0016843907336223066
283,15,284,5,2,100,10,0.413747631466421,0.41358895453638794,-0.6559663823966689,0.41610330687668207,0.41252053340819395,0.09779590701922199,0.6771475910702089,0.10793346269983199,0.31995019735873403,-0.14424244289484198,0.000657747404902,0.001730973595493,0.000769065130009,0.001256652713580904
284,15,285,5,2,100,10,0.413747631466421,0.41358895453638794,-0.6559663823966689,0.41610330687668207,0.41252053340819395,-0.397932370303915,0.744903041479516,-0.618593810031835,0.9644931611512841,0.772321347717434,0.000657747404902,0.001730973595493,0.000998813562139,0.002128309832157201
285,15,286,5,2,100,10,0.413747631466421,0.41358895453638794,-0.6559663823966689,0.41610330687668207,0.41252053340819395,0.9426348641298841,-0.0037674492744359995,-0.026144726113405,0.31151238904345696,-0.23846731517363298,0.000657747404902,0.001730973595493,0.000682822229891,0.0015748864924874006
286,15,287,5,2,100,10,0.413747631466421,0.41358895453638794,-0.6559663823966689,0.41610330687668207,0.41252053340819395,-0.7792433087145899,-0.634439944143254,0.288266005962503,-0.8352754998489978,0.6970477297542359,0.000657747404902,0.001730973595493,0.000906835336183,0.0021367651055745804
287,15,288,5,2,100,10,0.413747631466421,0.41358895453638794,-0.6559663823966689,0.41610330687668207,0.41252053340819395,0.34762965328911,-0.5496260650517271,-0.10859599898493301,0.15932001686603,0.10773479349605199,0.000657747404902,0.001730973595493,0.0008359337861739998,0.0013074079774217072
288,15,289,5,2,100,10,0.413747631466421,0.41358895453638794,-0.6559663823966689,0.41610330687668207,0.41252053340819395,-0.844181066274578,0.5369412745423819,-0.8599370336530441,0.305900950477507,0.307307983465393,0.000657747404902,0.001730973595493,0.0009299663152809999,0.002119721449618185
289,15,290,5,2,100,10,0.413747631466421,0.41358895453638794,-0.6559663823966689,0.41610330687668207,0.41252053340819395,-0.9042640046260499,0.533459801972326,0.415211652608789,0.569854372216116,-0.374962547897989,0.000657747404902,0.001730973595493,0.00067819497749,0.0015067740422385753
290,15,291,5,2,100,10,0.413747631466421,0.41358895453638794,-0.6559663823966689,0.41610330687668207,0.41252053340819395,-0.999051849623006,-0.38270508552766097,-0.630254148303522,-0.8555475726657741,-0.8066554183749491,0.000657747404902,0.001730973595493,0.00088930897938,0.0012748634670900303
291,15,292,5,2,100,10,0.413747631466421,0.41358895453638794,-0.6559663823966689,0.41610330687668207,0.41252053340819395,0.428956264276091,0.518990654171372,-0.547659749729947,-0.61168691851822,-0.9706427775684549,0.000657747404902,0.001730973595493,0.000649588510479,0.0014727943363573761
292,15,293,5,2,100,10,0.413747631466421,0.41358895453638794,-0.6559663823966689,0.41610330687668207,0.41252053340819395,-0.7138375868617991,-0.89561061944838,0.7837199813945921,0.08136905101121601,-0.11718969147978801,0.000657747404902,0.001730973595493,0.000661103087465,0.0015074669314189815
293,15,294,5,2,100,10,0.413747631466421,0.41358895453638794,-0.6559663823966689,0.41610330687668207,0.41252053340819395,0.603800031154597,0.550105940302207,-0.227117637636759,-0.176569439986245,-0.366784136980409,0.000657747404902,0.001730973595493,0.0007295541135110001,0.0013138450926999513
294,15,295,5,2,100,10,0.413747631466421,0.41358895453638794,-0.6559663823966689,0.41610330687668207,0.41252053340819395,-0.8060005073705071,-0.6661853372842409,-0.42502530987427006,0.807278013050725,-0.07437962025411701,0.000657747404902,0.001730973595493,0.0006292441475040001,0.00139245872526967
295,15,296,5,2,100,10,0.413747631466421,0.41358895453638794,-0.6559663823966689,0.41610330687668207,0.41252053340819395,-0.661367279794385,-0.42197654755254105,-0.387778521482807,0.276500423122041,0.546495634937345,0.000657747404902,0.001730973595493,0.00063041291822,0.001325351076186945
296,15,297,5,2,100,10,0.413747631466421,0.41358895453638794,-0.6559663823966689,0.41610330687668207,0.41252053340819395,-0.9841367855768679,-0.9650485460071669,-0.846669503278965,0.7322006869326719,0.207149266092126,0.000657747404902,0.001730973595493,0.000729505691603,0.0015496853723569685
297,15,298,5,2,100,10,0.413747631466421,0.41358895453638794,-0.6559663823966689,0.41610330687668207,0.41252053340819395,0.7297072757774871,0.447839255393184,0.490581639140507,-0.29706902302901,0.12372533925097899,0.000657747404902,0.001730973595493,0.000733444863496,0.0012645441833974325
298,15,299,5,2,100,10,0.413747631466421,0.41358895453638794,-0.6559663823966689,0.41610330687668207,0.41252053340819395,-0.6079946789875109,-0.06423701943454499,0.48655339694384003,0.603396998069534,0.208584538461168,0.000657747404902,0.001730973595493,0.0006878768447180001,0.001244024298279538
299,15,300,5,2,100,10,0.413747631466421,0.41358895453638794,-0.6559663823966689,0.41610330687668207,0.41252053340819395,0.832047234333674,-0.341285605018889,0.543920354933582,0.476415729153106,-0.23428940593775,0.000657747404902,0.001730973595493,0.000791856979272,0.0017733698696874574
300,15,301,5,2,100,10,0.412435971436802,0.415049927670466,-0.655575077357207,0.41240843929372495,0.41567194074420294,-0.10697142702071599,0.529058605311209,0.5043258788245539,-0.34826462467060304,-0.950258369325947,0.0007171730159249999,0.001835882178649,0.0009675067456430001,0.001330323387528409
301,15,302,5,2,100,10,0.412435971436802,0.415049927670466,-0.655575077357207,0.41240843929372495,0.41567194074420294,0.09640984945486199,0.16554078304766,-0.7392959233634109,-0.329631476009917,-0.471443856758978,0.0007171730159249999,0.001835882178649,0.00101265627193,0.0013095710366606828
302,15,303,5,2,100,10,0.412435971436802,0.415049927670466,-0.655575077357207,0.41240843929372495,0.41567194074420294,-0.141482629457203,0.49927993735163895,-0.845004439908944,0.562920582689051,-0.616606646912017,0.0007171730159249999,0.001835882178649,0.0007234547908049999,0.0020382923241751925
303,15,304,5,2,100,10,0.412435971436802,0.415049927670466,-0.655575077357207,0.41240843929372495,0.41567194074420294,0.9990841044966379,0.219647910521367,0.159237006964318,0.7608713011021461,0.85138532629344,0.0007171730159249999,0.001835882178649,0.00110155262149,0.0012640933429922281
304,15,305,5,2,100,10,0.412435971436802,0.415049927670466,-0.655575077357207,0.41240843929372495,0.41567194074420294,0.546249156306116,-0.100683572622685,0.6027915688719189,-0.29350042748625,0.5026005440096201,0.0007171730159249999,0.001835882178649,0.0009605691009980001,0.0015359722434719841
305,15,306,5,2,100,10,0.412435971436802,0.415049927670466,-0.655575077357207,0.41240843929372495,0.41567194074420294,0.990454069341024,-0.244450416361064,0.7955458787759091,0.42909686644376294,0.926566143656515,0.0007171730159249999,0.001835882178649,0.0009516754854789999,0.0016526556537151892
306,15,307,5,2,100,10,0.412435971436802,0.415049927670466,-0.655575077357207,0.41240843929372495,0.41567194074420294,-0.08680268277826499,0.9132962777942599,-0.7319367414760491,-0.328949316263272,-0.547092014721715,0.0007171730159249999,0.001835882178649,0.00076779240533,0.0017035836136133665
307,15,308,5,2,100,10,0.412435971436802,0.415049927670466,-0.655575077357207,0.41240843929372495,0.41567194074420294,-0.7969527881951409,-0.20411592444163895,-0.640705294580916,0.544002121401565,0.624880749612272,0.0007171730159249999,0.001835882178649,0.000830787995965,0.0016187542698847361
308,15,309,5,2,100,10,0.412435971436802,0.415049927670466,-0.655575077357207,0.41240843929372495,0.41567194074420294,0.6097457122035289,0.054466449135235996,-0.614493869181495,0.26393929826331997,0.803192227352991,0.0007171730159249999,0.001835882178649,0.000966494179861,0.0012602423422233553
309,15,310,5,2,100,10,0.412435971436802,0.415049927670466,-0.655575077357207,0.41240843929372495,0.41567194074420294,-0.143391295089173,0.9314269581691441,-0.44321470753430203,0.280360807268611,-0.48910346055524795,0.0007171730159249999,0.001835882178649,0.000915533033958,0.0017309735954713322
310,15,311,5,2,100,10,0.412435971436802,0.415049927670466,-0.655575077357207,0.41240843929372495,0.41567194074420294,0.029020003077867,-0.415211436180265,0.9060357844471439,-0.737946442450304,-0.59406177308319,0.0007171730159249999,0.001835882178649,0.0007171730159249999,0.00183588217865041
311,15,312,5,2,100,10,0.412435971436802,0.415049927670466,-0.655575077357207,0.41240843929372495,0.41567194074420294,0.32903165430982395,0.438659911147265,0.023996515473117,-0.164971104824635,0.21285257205184802,0.0007171730159249999,0.001835882178649,0.00107285499792,0.0011775516053292236
312,15,313,5,2,100,10,0.412435971436802,0.415049927670466,-0.655575077357207,0.41240843929372495,0.41567194074420294,-0.932683531588811,0.210337173751285,0.08075618136681,0.546788577158553,0.706532080400959,0.0007171730159249999,0.001835882178649,0.000730674374238,0.0016843907336223066
313,15,314,5,2,100,10,0.412435971436802,0.415049927670466,-0.655575077357207,0.41240843929372495,0.41567194074420294,0.09779590701922199,0.6771475910702089,0.10793346269983199,0.31995019735873403,-0.14424244289484198,0.0007171730159249999,0.001835882178649,0.00104841118329,0.001256652713580904
314,15,315,5,2,100,10,0.412435971436802,0.415049927670466,-0.655575077357207,0.41240843929372495,0.41567194074420294,-0.397932370303915,0.744903041479516,-0.618593810031835,0.9644931611512841,0.772321347717434,0.0007171730159249999,0.001835882178649,0.000830270816416,0.002128309832157201
315,15,316,5,2,100,10,0.412435971436802,0.415049927670466,-0.655575077357207,0.41240843929372495,0.41567194074420294,0.9426348641298841,-0.0037674492744359995,-0.026144726113405,0.31151238904345696,-0.23846731517363298,0.0007171730159249999,0.001835882178649,0.000928891094782,0.0015748864924874006
316,15,317,5,2,100,10,0.412435971436802,0.415049927670466,-0.655575077357207,0.41240843929372495,0.41567194074420294,-0.7792433087145899,-0.634439944143254,0.288266005962503,-0.8352754998489978,0.6970477297542359,0.0007171730159249999,0.001835882178649,0.0006636519971619999,0.0021367651055745804
317,15,318,5,2,100,10,0.412435971436802,0.415049927670466,-0.655575077357207,0.41240843929372495,0.41567194074420294,0.34762965328911,-0.5496260650517271,-0.10859599898493301,0.15932001686603,0.10773479349605199,0.0007171730159249999,0.001835882178649,0.00110450905621,0.0013074079774217072
318,15,319,5,2,100,10,0.412435971436802,0.415049927670466,-0.655575077357207,0.41240843929372495,0.41567194074420294,-0.844181066274578,0.5369412745423819,-0.8599370336530441,0.305900950477507,0.307307983465393,0.0007171730159249999,0.001835882178649,0.000677066239662,0.002119721449618185
319,15,320,5,2,100,10,0.412435971436802,0.415049927670466,-0.655575077357207,0.41240843929372495,0.41567194074420294,-0.9042640046260499,0.533459801972326,0.415211652608789,0.569854372216116,-0.374962547897989,0.0007171730159249999,0.001835882178649,0.0009354437055760001,0.0015067740422385753
320,15,321,5,2,100,10,0.412435971436802,0.415049927670466,-0.655575077357207,0.41240843929372495,0.41567194074420294,-0.999051849623006,-0.38270508552766097,-0.630254148303522,-0.8555475726657741,-0.8066554183749491,0.0007171730159249999,0.001835882178649,0.00118162328965,0.0012748634670900303
321,15,322,5,2,100,10,0.412435971436802,0.415049927670466,-0.655575077357207,0.41240843929372495,0.41567194074420294,0.428956264276091,0.518990654171372,-0.547659749729947,-0.61168691851822,-0.9706427775684549,0.0007171730159249999,0.001835882178649,0.0007902271738069999,0.0014727943363573761
322,15,323,5,2,100,10,0.412435971436802,0.415049927670466,-0.655575077357207,0.41240843929372495,0.41567194074420294,-0.7138375868617991,-0.89561061944838,0.7837199813945921,0.08136905101121601,-0.11718969147978801,0.0007171730159249999,0.001835882178649,0.0007613342488389999,0.0015074669314189815
323,15,324,5,2,100,10,0.412435971436802,0.415049927670466,-0.655575077357207,0.41240843929372495,0.41567194074420294,0.603800031154597,0.550105940302207,-0.227117637636759,-0.176569439986245,-0.366784136980409,0.0007171730159249999,0.001835882178649,0.00102943356367,0.0013138450926999513
324,15,325,5,2,100,10,0.412435971436802,0.415049927670466,-0.655575077357207,0.41240843929372495,0.41567194074420294,-0.8060005073705071,-0.6661853372842409,-0.42502530987427006,0.807278013050725,-0.07437962025411701,0.0007171730159249999,0.001835882178649,0.000867151602835,0.00139245872526967
325,15,326,5,2,100,10,0.412435971436802,0.415049927670466,-0.655575077357207,0.41240843929372495,0.41567194074420294,-0.661367279794385,-0.42197654755254105,-0.387778521482807,0.276500423122041,0.546495634937345,0.0007171730159249999,0.001835882178649,0.0009073773358099999,0.001325351076186945
326,15,327,5,2,100,10,0.412435971436802,0.415049927670466,-0.655575077357207,0.41240843929372495,0.41567194074420294,-0.9841367855768679,-0.9650485460071669,-0.846669503278965,0.7322006869326719,0.207149266092126,0.0007171730159249999,0.001835882178649,0.0007449555853239998,0.0015496853723569685
327,15,328,5,2,100,10,0.412435971436802,0.415049927670466,-0.655575077357207,0.41240843929372495,0.41567194074420294,0.7297072757774871,0.447839255393184,0.490581639140507,-0.29706902302901,0.12372533925097899,0.0007171730159249999,0.001835882178649,0.0010290114640700001,0.0012645441833974325
328,15,329,5,2,100,10,0.412435971436802,0.415049927670466,-0.655575077357207,0.41240843929372495,0.41567194074420294,-0.6079946789875109,-0.06423701943454499,0.48655339694384003,0.603396998069534,0.208584538461168,0.0007171730159249999,0.001835882178649,0.00099859692777,0.001244024298279538
329,15,330,5,2,100,10,0.412435971436802,0.415049927670466,-0.655575077357207,0.41240843929372495,0.41567194074420294,0.832047234333674,-0.341285605018889,0.543920354933582,0.476415729153106,-0.23428940593775,0.0007171730159249999,0.001835882178649,0.00086169672081,0.0017733698696874574
330,15,331,5,2,100,10,0.4154119355786621,0.412109174548221,-0.6562096817135771,0.414672643521443,0.414013493673016,-0.10697142702071599,0.529058605311209,0.5043258788245539,-0.34826462467060304,-0.950258369325947,0.000533333742987,0.001177551605323,0.0007577974155030001,0.001330323387528409
331,15,332,5,2,100,10,0.4154119355786621,0.412109174548221,-0.6562096817135771,0.414672643521443,0.414013493673016,0.09640984945486199,0.16554078304766,-0.7392959233634109,-0.329631476009917,-0.471443856758978,0.000533333742987,0.001177551605323,0.0007260911997639999,0.0013095710366606828
332,15,333,5,2,100,10,0.4154119355786621,0.412109174548221,-0.6562096817135771,0.414672643521443,0.414013493673016,-0.141482629457203,0.49927993735163895,-0.845004439908944,0.562920582689051,-0.616606646912017,0.000533333742987,0.001177551605323,0.00124253776231,0.0020382923241751925
333,15,334,5,2,100,10,0.4154119355786621,0.412109174548221,-0.6562096817135771,0.414672643521443,0.414013493673016,0.9990841044966379,0.219647910521367,0.159237006964318,0.7608713011021461,0.85138532629344,0.000533333742987,0.001177551605323,0.000697530067548,0.0012640933429922281
334,15,335,5,2,100,10,0.4154119355786621,0.412109174548221,-0.6562096817135771,0.414672643521443,0.414013493673016,0.546249156306116,-0.100683572622685,0.6027915688719189,-0.29350042748625,0.5026005440096201,0.000533333742987,0.001177551605323,0.000862471993857,0.0015359722434719841
335,15,336,5,2,100,10,0.4154119355786621,0.412109174548221,-0.6562096817135771,0.414672643521443,0.414013493673016,0.990454069341024,-0.244450416361064,0.7955458787759091,0.42909686644376294,0.926566143656515,0.000533333742987,0.001177551605323,0.0009512687484460001,0.0016526556537151892
336,15,337,5,2,100,10,0.4154119355786621,0.412109174548221,-0.6562096817135771,0.414672643521443,0.414013493673016,-0.08680268277826499,0.9132962777942599,-0.7319367414760491,-0.328949316263272,-0.547092014721715,0.000533333742987,0.001177551605323,0.00100463132488,0.0017035836136133665
337,15,338,5,2,100,10,0.4154119355786621,0.412109174548221,-0.6562096817135771,0.414672643521443,0.414013493673016,-0.7969527881951409,-0.20411592444163895,-0.640705294580916,0.544002121401565,0.624880749612272,0.000533333742987,0.001177551605323,0.000965738317258,0.0016187542698847361
338,15,339,5,2,100,10,0.4154119355786621,0.412109174548221,-0.6562096817135771,0.414672643521443,0.414013493673016,0.6097457122035289,0.054466449135235996,-0.614493869181495,0.26393929826331997,0.803192227352991,0.000533333742987,0.001177551605323,0.00062692398221,0.0012602423422233553
339,15,340,5,2,100,10,0.4154119355786621,0.412109174548221,-0.6562096817135771,0.414672643521443,0.414013493673016,-0.143391295089173,0.9314269581691441,-0.44321470753430203,0.280360807268611,-0.48910346055524795,0.000533333742987,0.001177551605323,0.00101162845213,0.0017309735954713322
340,15,341,5,2,100,10,0.4154119355786621,0.412109174548221,-0.6562096817135771,0.414672643521443,0.414013493673016,0.029020003077867,-0.415211436180265,0.9060357844471439,-0.737946442450304,-0.59406177308319,0.000533333742987,0.001177551605323,0.00110094038403,0.00183588217865041
341,15,342,5,2,100,10,0.4154119355786621,0.412109174548221,-0.6562096817135771,0.414672643521443,0.414013493673016,0.32903165430982395,0.438659911147265,0.023996515473117,-0.164971104824635,0.21285257205184802,0.000533333742987,0.001177551605323,0.000533333742987,0.0011775516053292236
342,15,343,5,2,100,10,0.4154119355786621,0.412109174548221,-0.6562096817135771,0.414672643521443,0.414013493673016,-0.932683531588811,0.210337173751285,0.08075618136681,0.546788577158553,0.706532080400959,0.000533333742987,0.001177551605323,0.000992249920327,0.0016843907336223066
343,15,344,5,2,100,10,0.4154119355786621,0.412109174548221,-0.6562096817135771,0.414672643521443,0.414013493673016,0.09779590701922199,0.6771475910702089,0.10793346269983199,0.31995019735873403,-0.14424244289484198,0.000533333742987,0.001177551605323,0.000675104096019,0.001256652713580904
344,15,345,5,2,100,10,0.4154119355786621,0.412109174548221,-0.6562096817135771,0.414672643521443,0.414013493673016,-0.397932370303915,0.744903041479516,-0.618593810031835,0.9644931611512841,0.772321347717434,0.000533333742987,0.001177551605323,0.0012842127526500001,0.002128309832157201
345,15,346,5,2,100,10,0.4154119355786621,0.412109174548221,-0.6562096817135771,0.414672643521443,0.414013493673016,0.9426348641298841,-0.0037674492744359995,-0.026144726113405,0.31151238904345696,-0.23846731517363298,0.000533333742987,0.001177551605323,0.0009127517274979999,0.0015748864924874006
