exp,row,n,k,r,t,p_1,p_2,p_3,p_4,p_5,v_1,v_2,v_3,v_4,v_5,original_error,suzuki_error,error
15,721,5,2,100,10,0.41414197019302856,0.41392558775032634,-0.6563982291424784,0.413411938038769,0.41490932334831326,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,0.0006052505368405852,0.0013924587252581333,0.000799695513113
15,722,5,2,100,10,0.41414197019302856,0.41392558775032634,-0.6563982291424784,0.413411938038769,0.41490932334831326,0.09640984945486153,0.16554078304766007,-0.7392959233634115,-0.32963147600991705,-0.4714438567589781,0.0006052505368405852,0.0013924587252581333,0.000757094599688
15,723,5,2,100,10,0.41414197019302856,0.41392558775032634,-0.6563982291424784,0.413411938038769,0.41490932334831326,-0.14148262945720247,0.4992799373516386,-0.8450044399089445,0.5629205826890511,-0.6166066469120175,0.0006052505368405852,0.0013924587252581333,0.000808403354553
15,724,5,2,100,10,0.41414197019302856,0.41392558775032634,-0.6563982291424784,0.413411938038769,0.41490932334831326,0.999084104496638,0.2196479105213669,0.1592370069643183,0.7608713011021457,0.8513853262934397,0.0006052505368405852,0.0013924587252581333,0.000848012223504
15,725,5,2,100,10,0.41414197019302856,0.41392558775032634,-0.6563982291424784,0.413411938038769,0.41490932334831326,0.5462491563061158,-0.10068357262268468,0.6027915688719194,-0.2935004274862503,0.5026005440096201,0.0006052505368405852,0.0013924587252581333,0.000716578171565
15,726,5,2,100,10,0.41414197019302856,0.41392558775032634,-0.6563982291424784,0.413411938038769,0.41490932334831326,0.9904540693410236,-0.24445041636106435,0.7955458787759091,0.4290968664437629,0.9265661436565148,0.0006052505368405852,0.0013924587252581333,0.000700167050558
15,727,5,2,100,10,0.41414197019302856,0.41392558775032634,-0.6563982291424784,0.413411938038769,0.41490932334831326,-0.0868026827782653,0.9132962777942596,-0.7319367414760487,-0.3289493162632717,-0.5470920147217146,0.0006052505368405852,0.0013924587252581333,0.000716128148994
15,728,5,2,100,10,0.41414197019302856,0.41392558775032634,-0.6563982291424784,0.413411938038769,0.41490932334831326,-0.7969527881951413,-0.20411592444163865,-0.6407052945809155,0.5440021214015651,0.6248807496122719,0.0006052505368405852,0.0013924587252581333,0.000788921837472
15,729,5,2,100,10,0.41414197019302856,0.41392558775032634,-0.6563982291424784,0.413411938038769,0.41490932334831326,0.6097457122035289,0.05446644913523624,-0.6144938691814952,0.2639392982633204,0.803192227352991,0.0006052505368405852,0.0013924587252581333,0.000687004469163
15,730,5,2,100,10,0.41414197019302856,0.41392558775032634,-0.6563982291424784,0.413411938038769,0.41490932334831326,-0.1433912950891727,0.931426958169144,-0.4432147075343016,0.2803608072686108,-0.4891034605552478,0.0006052505368405852,0.0013924587252581333,0.000723864710649
15,731,5,2,100,10,0.41414197019302856,0.41392558775032634,-0.6563982291424784,0.413411938038769,0.41490932334831326,0.02902000307786645,-0.4152114361802653,0.9060357844471439,-0.7379464424503042,-0.5940617730831903,0.0006052505368405852,0.0013924587252581333,0.000856657963467
15,732,5,2,100,10,0.41414197019302856,0.41392558775032634,-0.6563982291424784,0.413411938038769,0.41490932334831326,0.32903165430982395,0.4386599111472647,0.023996515473116764,-0.16497110482463473,0.21285257205184813,0.0006052505368405852,0.0013924587252581333,0.000833929152534
15,733,5,2,100,10,0.41414197019302856,0.41392558775032634,-0.6563982291424784,0.413411938038769,0.41490932334831326,-0.9326835315888112,0.2103371737512847,0.08075618136680962,0.5467885771585526,0.7065320804009592,0.0006052505368405852,0.0013924587252581333,0.000712455497278
15,734,5,2,100,10,0.41414197019302856,0.41392558775032634,-0.6563982291424784,0.413411938038769,0.41490932334831326,0.09779590701922157,0.6771475910702092,0.10793346269983184,0.31995019735873353,-0.14424244289484234,0.0006052505368405852,0.0013924587252581333,0.000808782645772
15,735,5,2,100,10,0.41414197019302856,0.41392558775032634,-0.6563982291424784,0.413411938038769,0.41490932334831326,-0.3979323703039153,0.7449030414795164,-0.6185938100318349,0.9644931611512844,0.7723213477174344,0.0006052505368405852,0.0013924587252581333,0.00101874117806
15,736,5,2,100,10,0.41414197019302856,0.41392558775032634,-0.6563982291424784,0.413411938038769,0.41490932334831326,0.942634864129884,-0.0037674492744359522,-0.02614472611340513,0.3115123890434568,-0.2384673151736332,0.0006052505368405852,0.0013924587252581333,0.000686142094523
15,737,5,2,100,10,0.41414197019302856,0.41392558775032634,-0.6563982291424784,0.413411938038769,0.41490932334831326,-0.7792433087145898,-0.6344399441432538,0.2882660059625033,-0.8352754998489977,0.6970477297542357,0.0006052505368405852,0.0013924587252581333,0.000925739663262
15,738,5,2,100,10,0.41414197019302856,0.41392558775032634,-0.6563982291424784,0.413411938038769,0.41490932334831326,0.3476296532891101,-0.5496260650517266,-0.10859599898493257,0.15932001686603026,0.10773479349605153,0.0006052505368405852,0.0013924587252581333,0.000891043657027
15,739,5,2,100,10,0.41414197019302856,0.41392558775032634,-0.6563982291424784,0.413411938038769,0.41490932334831326,-0.8441810662745777,0.5369412745423818,-0.8599370336530436,0.3059009504775074,0.3073079834653933,0.0006052505368405852,0.0013924587252581333,0.000899401892005
