exp,row,n,k,r,t,p_1,p_2,p_3,p_4,p_5,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,suzuki error,optimised error,%
13,1,5,2,125,10,0.41434658273795,0.413708198774563,-0.656796607255073,0.414448860927181,0.414290808711419,-0.106971427020716,0.529058605311209,0.504325878824554,-0.348264624670603,-0.950258369325947,,,,,,,0.000554903608059,0.000256437440632,46.2129704885
13,2,6,2,125,12,0.41434658273795,0.413708198774563,-0.656796607255073,0.414448860927181,0.414290808711419,-0.106971427020716,0.529058605311209,0.504325878824554,-0.348264624670603,-0.950258369325947,0.443785315356825,,,,,,0.0024629098772,0.00163920205676,66.5555029817
13,3,7,2,125,14,0.41434658273795,0.413708198774563,-0.656796607255073,0.414448860927181,0.414290808711419,-0.106971427020716,0.529058605311209,0.504325878824554,-0.348264624670603,-0.950258369325947,0.443785315356825,0.930726116945131,,,,,0.00495881576029,0.00379348692838,76.499856251
13,4,8,2,125,16,0.41434658273795,0.413708198774563,-0.656796607255073,0.414448860927181,0.414290808711419,-0.106971427020716,0.529058605311209,0.504325878824554,-0.348264624670603,-0.950258369325947,0.443785315356825,0.930726116945131,-0.578177304412943,,,,0.0131608029804,0.0108607403974,82.5233871638
13,5,9,2,125,18,0.41434658273795,0.413708198774563,-0.656796607255073,0.414448860927181,0.414290808711419,-0.106971427020716,0.529058605311209,0.504325878824554,-0.348264624670603,-0.950258369325947,0.443785315356825,0.930726116945131,-0.578177304412943,0.626524740145072,,,0.0264625000199,0.0229154177328,86.5958156467
13,6,10,2,125,20,0.41434658273795,0.413708198774563,-0.656796607255073,0.414448860927181,0.414290808711419,-0.106971427020716,0.529058605311209,0.504325878824554,-0.348264624670603,-0.950258369325947,0.443785315356825,0.930726116945131,-0.578177304412943,0.626524740145072,0.956580175178352,,0.0476456499621,0.0423506487233,88.8867058315
13,8,5,2,125,10,0.413446697812266,0.41417733309301,-0.656797871870057,0.415119709088791,0.41405197595188,-0.106971427020716,0.529058605311209,0.504325878824554,-0.348264624670603,-0.950258369325947,,,,,,,0.000554903608059,0.000256472829597,46.2193479862
13,9,6,2,125,12,0.413446697812266,0.41417733309301,-0.656797871870057,0.415119709088791,0.41405197595188,-0.106971427020716,0.529058605311209,0.504325878824554,-0.348264624670603,-0.950258369325947,-0.827601627603257,,,,,,0.00207801039545,0.00122619645271,59.0081962725
13,10,7,2,125,14,0.413446697812266,0.41417733309301,-0.656797871870057,0.415119709088791,0.41405197595188,-0.106971427020716,0.529058605311209,0.504325878824554,-0.348264624670603,-0.950258369325947,-0.827601627603257,0.237732192979686,,,,,0.00476562681469,0.00359043240048,75.3401921738
13,11,8,2,125,16,0.413446697812266,0.41417733309301,-0.656797871870057,0.415119709088791,0.41405197595188,-0.106971427020716,0.529058605311209,0.504325878824554,-0.348264624670603,-0.950258369325947,-0.827601627603257,0.237732192979686,0.856920251109496,,,,0.0124492652864,0.0101867135258,81.8258209737
13,12,9,2,125,18,0.413446697812266,0.41417733309301,-0.656797871870057,0.415119709088791,0.41405197595188,-0.106971427020716,0.529058605311209,0.504325878824554,-0.348264624670603,-0.950258369325947,-0.827601627603257,0.237732192979686,0.856920251109496,0.940292255613846,,,0.0215587335281,0.0185332470389,85.966306948
13,13,10,2,125,20,0.413446697812266,0.41417733309301,-0.656797871870057,0.415119709088791,0.41405197595188,-0.106971427020716,0.529058605311209,0.504325878824554,-0.348264624670603,-0.950258369325947,-0.827601627603257,0.237732192979686,0.856920251109496,0.940292255613846,0.045128124345414,,0.041995271289,0.0370544162022,88.2347346852
13,14,11,2,125,22,0.413446697812266,0.41417733309301,-0.656797871870057,0.415119709088791,0.41405197595188,-0.106971427020716,0.529058605311209,0.504325878824554,-0.348264624670603,-0.950258369325947,-0.827601627603257,0.237732192979686,0.856920251109496,0.940292255613846,0.045128124345414,0.265316189759584,0.0675298510313,0.0607900067879,90.0194593347
13,15,5,2,125,10,0.414305337245232,0.41450590357782,-0.656796765588441,0.413530277749981,0.414453091120651,-0.106971427020716,0.529058605311209,0.504325878824554,-0.348264624670603,-0.950258369325947,,,,,,,0.000554903608059,0.000256437908728,46.2130548448
13,16,6,2,125,12,0.414305337245232,0.41450590357782,-0.656796765588441,0.413530277749981,0.414453091120651,-0.106971427020716,0.529058605311209,0.504325878824554,-0.348264624670603,-0.950258369325947,0.3170384345292,,,,,,0.00238131660923,0.00160959330193,67.5925786471
13,17,7,2,125,14,0.414305337245232,0.41450590357782,-0.656796765588441,0.413530277749981,0.414453091120651,-0.106971427020716,0.529058605311209,0.504325878824554,-0.348264624670603,-0.950258369325947,0.3170384345292,0.244795084898499,,,,,0.00480483362531,0.00364870394463,75.93819535
13,18,8,2,125,16,0.414305337245232,0.41450590357782,-0.656796765588441,0.413530277749981,0.414453091120651,-0.106971427020716,0.529058605311209,0.504325878824554,-0.348264624670603,-0.950258369325947,0.3170384345292,0.244795084898499,0.225031224007845,,,,0.0126875233372,0.0103216127175,81.352462913
13,19,9,2,125,18,0.414305337245232,0.41450590357782,-0.656796765588441,0.413530277749981,0.414453091120651,-0.106971427020716,0.529058605311209,0.504325878824554,-0.348264624670603,-0.950258369325947,0.3170384345292,0.244795084898499,0.225031224007845,-0.937513980054532,,,0.023938297862,0.020619032377,86.1340789386
13,20,10,2,125,20,0.414305337245232,0.41450590357782,-0.656796765588441,0.413530277749981,0.414453091120651,-0.106971427020716,0.529058605311209,0.504325878824554,-0.348264624670603,-0.950258369325947,0.3170384345292,0.244795084898499,0.225031224007845,-0.937513980054532,-0.01631794803695,,0.0481243156373,0.0423122824667,87.9228762142
13,21,11,2,125,22,0.414305337245232,0.41450590357782,-0.656796765588441,0.413530277749981,0.414453091120651,-0.106971427020716,0.529058605311209,0.504325878824554,-0.348264624670603,-0.950258369325947,0.3170384345292,0.244795084898499,0.225031224007845,-0.937513980054532,-0.01631794803695,0.768531443279386,0.0750708324136,0.06766325747,90.1325525436
