exp,row,n,k,r,t,p_1,p_2,p_3,p_4,p_5,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,suzuki error,optimised error,%
13,4,8,2,125,16,0.41434658273795033,0.41370819877456294,-0.6567966072550732,0.4144488609271811,0.41429080871141855,-0.10697142702071627,0.529058605311209,0.5043258788245542,-0.3482646246706034,-0.9502583693259468,0.44378531535682475,0.9307261169451309,-0.5781773044129426,,,,0.0131608029804,0.0108607403974,82.5233871638
